the	det.定冠词;表示特指
glue	n.胶;胶粘物v.紧附;用胶粘
retard	n.减速v.推迟;减慢
milky	adj.乳白色的;乳的
orb	n.宝球;球v.包围;成球状
crane	n.水鹤;支架v.起吊;伸长
perversion	n.歪曲;误用
fever	n.发热;热病
officious	adj.非官方的;殷勤的
hop	n.毒品;忽布v.飞越;跳过
contractor	n.订约人;庄家;承包商
notify	v.警告;通知
usury	n.高利;利益
impartial	adj.不偏不倚的
accessory	adj.附加的;同谋的n.附件;同谋
inclusive	adj.包括的
narrator	n.解说员;叙述者
manifest	adj.显然的n.船货清单;提货单v.表露;显示
seller	n.畅销品;卖者
cod	n.鳕;荚v.愚弄;愚弄
schism	n.分裂;派别
weaver	n.编排者;编织者
thesis	n.论题;论文
baffle	n.困惑v.使困惑;使受挫折
illicit	adj.非法的
harass	v.不断打扰;不断侵扰
prosecutor	n.从事者;原告
tick	n.虱蝇;蜱v.给...标记号;活动
artisan	n.工匠
cleanly	adj.干净的;清白的adv.干净地;能干地
discard	n.丢弃;丢弃的牌v.打出;丢牌
measles	n.风疹;麻疹
explode	v.爆发;爆炸
pry	n.窥探;撬杠v.窥探;撬动
spill	n.溢出;裂片v.摔下;溢出
culpable	adj.有罪的
currant	n.醋栗
gratis	adj.免费的adv.免费地
ingredient	n.要素;组成部分
subside	v.平静;退落
deficit	n.赤字;落后
notch	n.槽口;等v.赢得;交媾
ruse	n.诡计
disquiet	adj.不安的n.内心不静v.使内心不平静
worship	n.崇拜;敬神v.崇拜;敬奉
banana	n.香蕉;香蕉味
mischance	n.厄运
antithesis	n.对偶;对照
insoluble	adj.不溶的n.不溶性物质
rave	n.胡言乱语;围杆v.呼啸;说胡话
ungracious	adj.不礼貌的;不雅致的
generator	n.发电机;发生器
chronology	n.年表;年代学
disconcert	v.挫败
credence	n.凭证;相信
radical	adj.根本的;根治的n.根部;根式
flea	n.蚤
oligarchy	n.寡头政治
bran	n.麸皮;糠
turbid	adj.浑浊的;混乱的
shred	n.碎片;最少量v.切掉;撕碎
bravado	n.蛮干心理;虚张声势
fuse	n.导火线;引信v.熔合;熔化
shallow	adj.薄的;浅的n.浅水处
axiom	n.格言;公理
fodder	n.弹药;秣v.喂;获得饲料
imitative	adj.模仿的;人造的
succumb	v.被压垮;屈服
chink	n.裂缝;弱点v.裂开;丁当响
roller	n.滚动物;滚轧机
petulant	adj.任性的;无礼的
edible	adj.可以吃的n.可以吃的东西
skim	adj.撇过的n.掠过;撇v.飞速掠过;浏览
unction	n.涂油;油
roomy	adj.宽敞的;体型宽的
chaotic	adj.混乱的;混沌的
rampant	adj.狂暴的;蔓生的
resound	v.传扬;被传扬
fallow	adj.潜伏着的;未孕的n.休闲;休闲地v.使休闲
probity	n.德行;正直
palatable	adj.好吃的;合意的
pest	n.瘟疫;有害生物
pique	n.不快;激怒v.激起;使生气
smash	adj.轰动一时的adv.以哗啦一响n.猛击;钱v.打碎;压扁
lurk	v.暗藏;潜伏
balsam	n.香膏;香脂
bedtime	n.上床时间
wicker	adj.柳条编的n.柳条;柳条制品
invocation	n.祷文;祈祷
vertical	adj.垂直的;顶点的
equestrian	adj.马的;骑士的n.骑马者
obligatory	adj.有义务的;专性的
precocious	adj.过早的;早熟的
ail	v.使受病痛;处境困难
distend	v.使膨胀;膨胀
drip	n.滴水声;滴下v.溢出;充溢
gush	n.迸发;喷v.使喷出;喷
valuable	adj.贵重的;有价值的n.贵重物品
gable	n.山墙
autograph	n.亲笔;亲笔稿v.亲笔书写
rib	n.肋骨;肋条v.加肋于;戏弄
blur	n.模糊;污迹v.弄脏;变模糊
invective	adj.痛骂的n.痛骂;咒语
tighten	v.使变紧;变紧
adept	adj.巧妙的;熟练的n.炼金术士;能手
stringent	adj.短缺的;紧迫的
outpost	n.前哨;前哨基地
atheist	n.不敬神者;无神论者
glimmer	n.炉火;微光v.发微光;逐渐消失
nickel	n.五美分;镍v.把...镀镍
glacial	adj.冰成的;冰的
lax	adj.不严格的;松的
spindle	n.纺锤体;绕线杆;纱锭v.装锭子于;长得细长
pill	n.药丸v.成丸状;抢劫
reprobate	adj.堕落的n.堕落者v.摈弃;拒绝
currently	adv.流畅地;现时
figurative	adj.比喻的;象征的
vital	adj.生命的;有生命的;紧要的
impair	v.损害;削弱
khaki	adj.卡其色的n.卡其布;卡其黄
media	n.中脉;浊塞音medium的复数
pedantic	adj.学究式的
laity	n.俗人;外行
reticent	adj.有节制的
unwieldy	adj.笨拙的;不灵便的
wreckage	n.残货;残骸
decrepit	adj.老弱的;用旧的
menu	n.菜单;饭菜
voluble	adj.缠绕的;健谈的
fracture	n.断口;裂缝v.毁坏;破裂
lewd	adj.粗俗的;淫荡的
pi	n.π;混乱
exhort	v.敦促;恳请
bus	n.公共汽车;汽车v.用四轮手推车送
bale	n.大包;悲愁v.把...打成大包
anomalous	adj.不规则的;反常的
querulous	adj.抱怨的
transact	v.办理;办事
whiff	n.一吸;一阵v.抽;吹送
tome	n.册;书
canary	n.淡黄色;金丝雀
forum	n.法庭;论坛
fruition	n.实现;享用
salesman	n.售货员;推销员
momentum	n.冲力;动力
hunt	n.打猎;猎区v.追猎;摆动
patter	n.行话v.轻拍;祷告
slant	n.倾斜;斜线号v.倾斜;斜穿
censor	n.监察人员;审查员v.审查;修改
drill	n.操练;钻头v.刺穿;钻除
hangman	n.执行绞刑的刽子手
foretell	v.预言
verity	n.真理;真实
tile	n.瓦;瓦管v.派人守卫;用瓦盖
brandish	n.意在威胁的挥舞v.炫耀
missile	adj.导弹的;可投射的n.导弹;投射物
sausage	n.香肠;香肠状物
bookcase	n.书架
rhinoceros	n.犀
adroit	adj.机敏的;灵巧的
missive	n.公函;信件
scout	n.侦察员;侦察者v.搜索;侦察
impede	v.妨碍
producer	n.发生器;生产者
monetary	adj.货币的;用货币的
pith	n.衬皮;髓v.从...中取髓
satellite	adj.卫星的n.卫星;追随者
tombstone	n.墓碑
tomato	n.番茄;脸
outsider	n.局外人
abstruse	adj.秘密的;深奥的
depict	v.描画;描写
inflation	n.充气;夸张
liberate	v.劫掠;解放
marginal	adj.边际的;边缘的
pip	n.痂;点;果仁v.烦恼;死
reinforce	v.补充;加固
bang	adv.砰;砰然n.轰声;巨响v.奔;猛击
snort	n.喷鼻息;吸毒v.喷出;吸
anteroom	n.前厅
prefix	n.称谓;前缀v.事先约定
collect	v.取;收
fantasy	n.幻想作品;想象v.想象;奏幻想曲
aroma	n.芳香;风味
peak	n.顶点;尖顶v.使竖起;消瘦
convex	adj.凸的
dormitory	n.大寝室
gulp	n.吞咽;硬塞v.吸收;狼吞虎咽
jingle	n.丁当声;广告短诗v.发出了丁当声
deepen	v.加深;变深
impose	v.征;利用
propeller	n.螺旋桨;推进者
chef	n.厨师长
pertinent	adj.有关系的
unkempt	adj.未梳理的
auto	n.汽车
javelin	n.标枪;投枪
stint	n.定量;节省v.节省;停止
undermine	v.暗中破坏;在...下挖
counter	n.筹码;柜台v.反对;还击
playmate	n.游戏伙伴
pore	n.毛孔;小黑点v.沉思;凝视
tuck	n.抄网;鼓声v.皱起;塞;击
re	prep.关于;兹就...
socket	n.插座;窝v.给...配插座
untruth	n.不忠;谎言
acrid	adj.刻薄的;辛辣的
coherent	adj.一致的;有黏性的
parasite	n.寄生虫;寄生生物
retract	v.撤回;缩回
dexterous	adj.聪明的;灵巧的
holly	n.冬青树枝
asset	n.所有物;资产
crumble	v.摧毁;弄碎
stuffy	adj.沉闷的;塞的
tincture	n.颜色;酊v.给...着色
unfounded	adj.未建立的;无事实根据的
wane	n.减少;尾声v.减弱;减少
outspoken	adj.直言的
sift	v.滤;筛;详查
shopkeeper	n.店主
distraught	adj.心烦意乱的
kangaroo	n.袋鼠;野牛崽
navigator	n.航海者;领航员
tablespoon	n.大餐匙
aflame	adj.炽烈的;燃烧着adv.炽烈的;燃烧着
crockery	n.陶器
keyhole	adj.透露内情的n.键孔;锁眼
frustrate	v.挫败;受挫
assign	n.受让人v.分配;指定
fin	n.终;鳍;翼
parody	n.拙劣的模仿
strew	v.传布;撒
retrieve	n.救出险球v.检索;使恢复
wry	adj.不适当的;嘲讽的v.扭动
virtual	adj.事实上的
algebra	n.代数学;线性代数
thicken	v.加强;变厚
fetch	n.拿;灵魂v.拿来;请来
tinkle	n.丁当声;一次电话v.发丁当声;撒尿
survivor	n.存者;幸存者
combine	n.联合;组合艺术v.兼有;化合
composer	n.调停者;作者;作曲家
flux	n.变动;流v.变化;涌流
improper	adj.不合适的
colloquy	n.谈话
alleviate	v.使易于忍受;缓和
impromptu	adj.事先无准备的adv.事先无准备地
zone	n.地带;地区v.将...分成区;分成区
footpath	n.人行小径
hoop	n.箍;圈环v.箍;环绕
quack	adj.假的n.鸭叫声;假行家v.呱呱叫;大肆吹嘘
dentist	n.牙科医生
execrable	adj.恶劣的;该咒骂的
entice	v.诱使
menagerie	n.动物园;野生动物
concept	n.发明;概念
jewellery	n.珠宝
me	pron.我
optical	adj.光学的;眼的
budge	n.羔羊皮v.推动;改变意见
heinous	adj.十恶不赦的
biology	n.生物;生物学
harp	n.口琴;竖琴v.表示;弹竖琴
enact	v.颁布;扮演
inkling	n.暗示;略知
tuition	n.保管;教学
postmaster	n.邮政局长;驿站长
lenient	adj.宽大的;润泽的
gelatine	n.骨胶
alcoholic	adj.含酒精的;酒精的n.酗酒者
perishable	adj.易腐败的;易死的n.易腐败的东西
crib	n.粮仓;饲料槽v.把...关住;偷窃
ace	adj.第一流的n.纸牌;发球得分v.打败
militant	adj.好战的;交战中的n.战斗分子
disarm	v.裁;裁军;缴械
canter	n.慢跑;骑马慢跑v.驱...慢跑;慢跑
quadrangle	n.四方院;四角形
retrospect	n.回顾;先例援引v.回顾
alkali	n.碱
devious	adj.迂回的
impervious	adj.不易损坏的
liquid	adj.清澈的;清脆的n.流音;液体
spherical	adj.球的;球形的
heighten	v.加高;增加
laughable	adj.逗人笑的
burner	n.灯头;烧者
inflame	v.激起;发炎
crucial	adj.决定性的;严酷的
meteor	n.流星;陨星
seal	n.封蜡;印记v.保证;盖章于
abusive	adj.谩骂的;虐待的
snort	n.喷鼻息;吸毒v.喷出;吸
bust	n.前胸;胸像v.爆裂;破产
expansive	adj.广阔的;扩大的;开朗的
fob	n.诡计;表袋v.欺骗;置...于表袋
assignment	n.分配;任务
arbiter	n.裁决人;仲裁人
rapacious	adj.掠夺的;贪婪的
gist	n.诉讼根据;主旨
quota	n.配额
solo	adv.以独力n.独奏曲v.单飞;独唱
agitate	v.鼓动;搅动
benighted	adj.愚昧无知的;落后的
ephemeral	adj.短生的;极短的n.只生存一天的事物
scuffle	n.扭打;推式锄v.集;扭打
ungainly	adj.不利索的;粗俗的
hie	v.使急行;急行
turpentine	n.松节油;松脂v.采松脂
overhear	v.无意中听到
slick	adj.精明的;圆滑的adv.径直;平滑地n.光滑水面;修光工具v.打扮;使光滑
swagger	adj.漂亮的n.昂首阔步;妄自尊大v.叱喝;昂首阔步
larva	n.幽灵;幼虫
tin	n.镀锡铁皮;锡
enormity	n.巨大;穷凶极恶
calcium	n.钙
gland	n.腺;压盖
genealogy	n.家系;系谱
truant	adj.懒散的;逃学的n.逃避者;逃学者v.逃学
inroad	n.得手;侵犯
outlandish	adj.偏僻的;稀奇古怪的
wreak	v.发泄;造成
imprint	n.出版事项;印痕v.赋予;印
revere	v.尊崇
thicken	v.加强;变厚
historical	adj.历史的
fissure	n.分歧;裂缝v.裂开
cassock	n.法衣;教士
defend	v.防御;防守
sanctify	v.认可;使神圣化
ultimatum	n.最后结论;最后通牒
hearsay	n.传闻
nuclear	adj.核的;核心的;核能的
titanic	adj.钛的
bequeath	v.传下;托付
capability	n.能力;性能
hearse	n.灵车;灵柩罩架v.掩埋;殡葬
versus	prep.以...为对手;与...相对
dissipate	v.浪费;放荡
hi	adv.嘿;喂
russet	adj.黄褐色的n.黄褐色
spectrum	n.频谱;谱
intercede	v.代为请求;调解
taut	adj.拉紧的;严格的v.使缠结
urchin	n.刺猬;海胆
relax	v.放宽
virile	adj.男性的;强有力的
whoop	n.高喊;呐喊v.高喊;鸣叫
hysteria	n.歇斯底里
advise	v.建议;劝告
harmonize	v.使融洽;相一致
shear	n.剪v.剪;修剪
vomit	n.呕吐;喷出v.呕;喷
accustom	v.使习惯于
boulevard	n.干道;林荫大街
divest	v.便摆脱;使脱去
trustee	n.受托人v.当受托人
bile	n.胆汁;坏脾气
accede	v.答应;加入
changeable	adj.可改变的;闪色的
extract	n.浸出物;摘录v.采掘;取出
bandit	n.歹徒;强盗
caller	n.访问者;呼唤者
ermine	n.白鼬
ordain	v.规定;命令
haphazard	adj.无计划的adv.随意地n.偶然性
rebuild	n.重建v.重建;重新组织
jeopardy	n.危险;危险处境
outwards	adj.向外的adv.向外地
unsound	adj.腐烂的;坏的;谬误的
craven	adj.怯懦的;战败的n.懦夫
hostage	n.人质
juicy	adj.多汁的;油水足的
eel	n.蛇形鱼类;鳗
pivot	n.枢;中枢v.给...装枢轴
chandler	n.蜡烛商人
defray	v.支付
overturn	n.翻转;周转v.颠覆;倾覆
pedantry	n.拘泥形式;迂腐
loop	n.环路;圈v.把...打成环;打环
expound	v.提出;详述
forerunner	n.前驱;前兆
handbook	n.旅游指南;手册
panegyric	n.颂扬的演说
roof	n.顶;房屋v.给...装以特定屋面
mirage	n.海市蜃楼;幻想
nip	n.掐断;一夹v.掐断;折损
peruse	v.随便翻阅;观光
apoplexy	n.中风
botanical	adj.植物学的n.植物药物
obtainable	adj.能获得的
vulnerable	adj.易受伤的;敏感的
athlete	n.运动员
grope	n.触摸;抚摸v.摸索;搜
stripe	n.条纹;抽打v.给...划条纹
raven	adj.乌油油的n.渡鸦;乌鸦座v.攫取;贪求
wrinkle	n.困难;皱v.使起皱纹;有皱纹
anomaly	n.不规则;畸型
harlot	n.妓女;流氓
otter	n.水獭;水獭毛皮
plaza	n.广场;集市
besiege	v.围困;拥有...周围
begone	v.走开
harm	n.损害;邪恶v.损害
inborn	adj.天生的;先天的
facade	n.表面;正面
greenhouse	n.温室
box	n.箱;巴掌v.打;斗拳
elector	n.选帝侯
felony	n.重罪
hint	n.暗示;建议v.暗示;作暗示
soliloquy	n.独白;自言自语
amnesty	n.大赦;忽视v.对...实行大赦
conspire	v.合作;密谋
comprise	v.包含;构成
ostensible	adj.表面上的;可公开的
seam	n.缝;骨缝v.缝合;缝纫
clip	n.剪;弹夹v.剪
scoff	n.嘲弄;食物v.嘲弄;抢劫
enamel	n.瓷漆;搪瓷v.涂瓷釉于
transgress	v.侵犯;侵入
pocketbook	n.笔记本;皮夹子
windmill	n.风车房;直升机v.借风力旋转
deft	adj.灵巧的
ledger	n.分类帐;横木
rehearse	v.排练;叙述
acquittal	n.履行;清偿
savoury	adj.美味的;咸味的n.开胃菜
seaboard	adj.海滨的n.海岸线;海滨
unlock	v.揭开;开启
diffident	adj.怀疑的
prototype	n.模范;原型
spike	n.大钉;穗v.摔球触地
lavish	adj.过分丰富的v.滥花
rosary	n.玫瑰经;念珠
aground	adj.搁浅;在地上adv.搁浅;在地上
assign	n.受让人v.分配;指定
trickery	n.欺骗
complicity	n.同谋关系
vouch	n.保证v.担保;引证
intangible	adj.触摸不到的n.无形的东西
priority	n.优先;在先
seduce	v.说服;唆使
replete	adj.饱食的;充满的
offset	adj.补偿的;断错的n.补偿;支管v.把...并列;补偿
stretcher	n.担架;扩展器
cascade	n.小瀑布;一连串v.通过;串联
hew	v.砍;砍倒
tasteful	adj.美味的;优美的
vanguard	n.前卫;先锋
premier	adj.首位的;最早的n.总理
nutrition	n.营养;营养物
restrict	v.限制
tick	n.虱蝇;蜱v.给...标记号;活动
dispirit	v.使气馁
pedestrian	adj.徒步的;行人的n.步行者
swerve	n.改变方向v.使背离;背离
jumble	n.颠摇v.颠摇;使杂乱
landmark	n.地标;界标
supersede	v.接替;替代
axle	n.轴
reputable	adj.规范的;声誉好的
swoop	n.飞扑;抓起v.吸;抓起
vat	n.大桶v.把...盛入大桶
rape	n.劫掠;强奸v.;强奸
franc	n.法郎
monitor	n.班长;告诫者v.监测;监控
rip	n.裂口;偷窃v.划破;撕
repudiate	v.否认;拒绝
loser	n.输者;遗失者
allege	v.断言;提出;指控;声言
torpid	adj.呆钝的;麻木的
woodland	adj.林地的n.林地
extortion	n.勒索钱财;敲诈
grandpa	n.爷爷
terminus	n.目标;终点
detect	v.查明;察觉
group	n.集体;组v.簇射;形成组
befriend	v.扶助
dissemble	v.假装;掩盖
fresco	n.湿壁画v.作湿壁画于
null	adj.不存在的;无价值的n.零;零位
immature	adj.幼年的n.未成年人
sweeten	v.使变甜;变甜
blockhead	n.愚蠢的人
emulate	v.比得上;仿效
toothache	n.牙痛
turnip	n.怀表;芜菁;萝卜
cultural	adj.耕作的;文化的
upheaval	n.激变;胀起
blizzard	n.暴风雨
goldsmith	n.金匠
retention	n.保留;记忆
brace	n.背带;托架v.使防备;支撑
sophistry	n.诡辩;谬论
technology	n.技术;术语
market	n.集市;市场v.销售;进行交易
sorcerer	n.男巫
plucky	adj.鲜明的;有勇气的
transgress	v.侵犯;侵入
sickle	adj.镰刀状的n.镰刀;镰形星群
muff	n.手筒;套筒v.漏接;漏接球
virulent	adj.恶毒的;剧毒的
gunner	n.炮手;射击手
sawdust	n.锯末
typewriter	n.打字机
vibrate	v.摆动;震动
define	v.规定;解释
necktie	n.绞索;领带
bloodshot	adj.充血的
dyke	n.堤;沟v.用堤圈;筑堤
pallet	n.草荐;棘爪
propagate	v.繁殖;宣传
phial	n.小瓶
probe	n.探索;探针v.探索
nag	n.老马;马v.困扰;使烦恼;唠叨
sprig	n.小枝;子孙v.用匍匐茎繁殖
two	n.第二;二
quarter	n.四分之一;一刻钟
unravel	v.解开;弄清
malevolent	adj.有害的
vernal	adj.春季的;春天般的
inimical	adj.敌意的;有害的
scandal	n.丑行;丢脸;公愤v.讲...的坏话;使丢脸
debauch	n.放荡;纵酒宴乐v.诱奸;放荡
endow	v.给予;资助
economical	adj.经济的;经济上的
drummer	n.鼓手
gender	n.性;种类
emissary	n.密使;密者
petite	adj.娇小的
president	n.主管人;总统
tickle	n.轻触使痒;痒v.使高兴;使欢娱
barque	n.吠叫
foreword	n.前言
appendage	n.附器;附属物
bully	adj.霸道的;快活的n.流氓;开球v.威吓;欺负
cleaner	n.清洁工;清洁器clean的比较级
squeak	n.侥幸逃脱;助手v.告密;勉强通过
nausea	n.恶心;晕船
yule	n.圣诞节
preference	n.偏心
shirk	v.逃避;溜掉
wend	v.行;徜徉
felon	adj.卑劣的;凶恶的n.坏人;瘭疽
intestine	adj.内部的n.肠
astrology	n.占星术
pontiff	n.教皇;主教
portray	v.表现;画
platinum	adj.白金唱片奖的n.铂;银灰色
spade	n.铲;黑桃v.用铲挖掘;铲
grandchild	n.孙子
luscious	adj.过分香甜的
blue	adj.悲伤的;蓝色的n.蓝色;蓝颜料
currant	n.醋栗
quietude	n.安静
tidal	adj.潮的
insurgent	adj.起义的;汹涌的n.反抗者;起义者
posthumous	adj.死后的
dual	adj.双倍的;双的n.双轮胎;双数
lassitude	n.无力;厌倦
adore	v.崇拜
didactic	adj.好说教的;教学的
aggravate	v.激怒;加重
penury	n.不足;手紧
coy	adj.害羞的v.爱抚;害羞
layman	n.门外汉;平信徒
morass	n.困境;沼泽
reclaim	v.开垦;喊叫
inferno	n.炽热;地狱
insert	n.插入物;插页v.插;插入
periodical	adj.期刊的;周期的n.期刊
synthesis	n.合成;合题
ulterior	adj.日后的
darn	n.织补;织补处v.织补
girth	n.大小;肚带v.量...的围长;围绕
knell	n.丧钟;钟声v.敲...报丧;预报死亡
mulberry	adj.桑科植物的n.桑树;桑椹
propitiate	v.劝解
souvenir	n.记念品
tap	n.轻拍;酒v.轻拍;放出;开发
amass	v.积聚;聚集
abide	v.忍耐;居住
clammy	adj.冷而湿的;冷漠的
flippant	adj.灵活的;轻率的
gainsay	v.反驳;否认
specialty	n.精制品;专门
abeyance	n.归属待定;中止;暂搁
hawthorn	n.山楂
nude	adj.裸体的;肉色的n.裸体;裸体画
aquiline	adj.鹰的;似鹰的
subsidiary	adj.辅助的;隶属的n.辅佐者
potentate	n.君主;统治者
mart	n.集市;买卖v.经营
polygamy	n.多偶性;多配偶
husk	n.外壳;外皮v.变得嘶哑
incognito	adj.隐姓埋名的adv.隐姓埋名地n.隐姓埋名的人
bellow	n.吼叫声;吼声v.吼叫;怒吼
bizarre	adj.奇形怪状的n.怪异花
horny	adj.角的;坚硬的
lung	n.肺;呼吸器官
communal	adj.公有的;平民的
dross	n.废料;浮渣
passive	adj.被动的;冷漠的n.被动态
puerile	adj.年轻的;幼稚的
lackey	n.男仆;走狗v.服侍;充当仆从
repartee	n.机敏应答的才能
conduct	n.处理;举止v.表现;处理
culinary	adj.烹饪用的;烹饪的
groove	n.常规;沟v.灌制;过得快活
scour	n.擦;除垢剂v.擦掉;擦
adulation	n.过分的称赞
pheasant	n.雉鸡;雉科鸟
graft	n.嫁接;移植物v.嫁接;将...嫁接
applicant	n.申请人
linguistic	adj.语言的
contrite	adj.悔罪的
resin	n.树脂;松香v.用树脂处理
stink	n.恶臭;化学v.发出恶臭;惹人讨厌
tag	n.标签;挂襻v.标示;添加
shackle	n.钩环;枷锁v.束缚
super	adj.极端的;特大的adv.过分地;十分
christen	v.给...命名;为...施洗礼
illogical	adj.无缘由的
malt	n.麦芽v.成为麦芽
relay	n.新补给v.转述;再涂
epitome	n.典型;梗概
fallacious	adj.谬误的;骗人的
trolley	n.触轮;小车v.乘电车
seafaring	adj.航海的n.海上航行;航海业
immoderate	adj.不合理的;无限的
skylight	n.天窗;天光
floor	n.层;底v.击败
humorous	adj.体液的;幽默的
mushroom	n.蘑菇;蘑菇形物v.采蘑菇
aide	n.副官;助手
keg	n.桶钉;小桶
manifesto	n.宣言v.发表宣言
obliterate	v.忘掉;消灭
tatter	n.破布条;破衣服v.被穿破
allure	n.诱惑力;勾引v.诱惑;迷人
endear	v.使更值钱;使受喜爱
paddock	n.围场;蟾蜍
rebuff	n.断然拒绝;制止v.断然拒绝;制止
local	adj.局部的;位置的n.当地居民;市郊列车
poppy	n.罂粟;罂粟花
slavish	adj.奴隶般的;奴隶的
incite	v.刺激
knocker	n.门环;敲击者
upshot	n.结果;要点
cistern	n.水塘;贮水器
gingerly	adj.极为谨慎的adv.极为谨慎地
reprimand	n.训斥v.训斥
weight	n.重;重量单位v.使负重;使倾斜
gill	n.菌褶;鳃v.用刺网捕
indelible	adj.难以去除的
malaria	n.疟疾
funereal	adj.丧葬的;似葬礼的
inertia	n.惯性;无力
stud	n.饰钉;饰钮;种马v.使散布;装饰
gasoline	n.汽油
forte	n.擅长
gusto	n.津津有味;趣味
jaunty	adj.时髦的
pumpkin	n.南瓜;西葫芦
lengthen	v.使拖长;变长
pate	n.面团;头
gruesome	adj.丑的;可怕的
kidney	n.个性;肾
duet	n.二重唱;双人舞v.唱二重唱
unconcern	n.漠不关心
chill	n.风寒;寒冷v.变冷;激冷
flabby	adj.不结实的;软弱的
invidious	adj.嫉妒的;有害的
possessive	adj.所有的;拥有的n.属有词;所有格
egoism	n.利己主义;自我中心
garrulous	adj.罗嗦的;饶舌的
unattended	adj.没人出席的
uplift	n.上升;抬起v.抬起;提高
loot	n.劫掠;钱v.掠夺;抢劫
preventive	adj.预防的n.预防药
phenomenal	adj.显著的;现象的
clod	n.块;泥土
cactus	n.仙人掌
assessment	n.估定;估价
dynamic	adj.力的;力学的;有生气的n.动力;动态
barrow	n.坟;手推车
isthmus	n.地峡;峡
revise	v.修订;修改
overwork	n.额外工作v.把...做过头;工作过度
thrash	n.鞭状动作;打谷v.鞭打;痛打
annex	n.附加物v.附加;盖;吞并
breakdown	n.拆除;衰竭;故障
mediocre	adj.不够好的;中等的
ruffle	n.皱;翎颌v.竖起;斗争
imprison	v.关押;禁锢
dole	n.救济;悲哀v.发放
tinsel	adj.金属箔制的n.金属箔v.用金属箔装饰
cellular	adj.多孔的;细胞的
campus	n.大学;大学校园
air	n.空气;天气v.晾;晾
canine	adj.犬齿的;犬的n.犬;犬科动物
serial	adj.连续的n.连载小说;期刊
vortex	n.涡流;旋涡
perplex	v.使复杂化;使困惑
trite	adj.陈腐的;用坏了的
canteen	n.水壶;小卖部
ooze	n.渗流;鞣液v.渗出;显示出
adjourn	v.使休会;延期
condition	n.健康状况;状况v.使健康;训练
fluent	adj.流畅的;流利的
viper	n.蝰蛇
abolish	v.彻底废除;完全破坏
legate	n.大使;使节v.把...遗赠给
producer	n.发生器;生产者
snail	n.蜗牛;极慢的速度
predicate	n.谓项;谓语v.断言;意味
mundane	adj.尘世的;宇宙的
godless	adj.不信神的;罪恶的
sprite	n.鬼怪;鬼魂
obviate	v.排除
siren	adj.女海妖的;诱人的n.汽笛;塞壬
vent	n.出口;排放v.表达;排放
jester	n.宫廷中的逗乐小丑
sectarian	adj.闹宗派的;派别的n.宗派成员
comedian	n.滑稽演员;喜剧演员
confluence	n.汇合;汇流
plush	adj.长毛绒的;豪华的n.长毛绒;毛绒裤
decipher	v.解释;描写;破译
lynx	n.天猫座;猞猁
pittance	n.少量;少量津贴
playground	n.操场;度假胜地
sapling	n.年轻人;幼树
facial	adj.表面的;面部的n.面部按摩
formulate	v.规划;使公式化
upstart	adj.暴发的n.暴发户v.突然跳起
insecure	adj.不安全的;不可靠的
sandwich	n.三明治v.插入
stripling	n.青年
buoy	n.浮标;救生圈v.支持;浮起
overpower	v.压倒
steerage	n.操舵;统舱
crest	n.肉冠;饰章v.作...的顶;形成峰
potion	n.饮剂;饮料
porous	adj.多漏洞的;有孔的
anthem	n.国歌;圣歌
mourner	n.哀痛者
prep	n.试跑;预备学校v.把...准备好;作准备
cuff	n.翻边;袖口v.讨论;打
grandma	n.老太太;奶奶
stampede	n.蜂拥;惊跑v.蜂拥;惊跑
roost	n.栖木;歇息处v.栖息;歇息
spurn	n.绊跌;踢v.践踏;踢
parity	n.类似;平价
bleach	n.漂白;漂白度v.晒白;消除
narrate	v.叙述;作解说
unabated	adj.不减弱的
blink	n.闪光;一瞥v.眨;闪亮
delude	v.欺骗;逃避
equip	v.配备;使穿戴
organist	n.风琴演奏者
underhand	adj.低手的;欺诈的adv.低手地
councillor	n.参赞;顾问;理事
thresh	v.鞭打;脱粒
assimilate	v.使同化;吸收
hybrid	adj.混合的;杂种的n.混血儿;杂种
infantile	adj.婴儿的;早期的
nominate	v.命名;任命
roguish	adj.调皮的;无赖的
do	v.做
equation	n.等式;相等
pigment	n.颜料;色素
queen	n.酋长夫人;王后
scour	n.擦;除垢剂v.擦掉;擦
thirtieth	n.第三十;第三十日
comment	n.批评;闲话v.评论;注释
gala	adj.节日的n.节日;节日服装
segment	n.部分;段v.分割;细胞分裂
sharpen	v.加重;削尖
socialist	adj.社会党的n.社会党人
vanquish	v.征服
gull	n.妓女;鸥v.欺骗
rob	v.盗窃;抢
antiquary	n.古文物收藏家
brood	n.全体孩子;一类v.孵;想
cancel	v.抵消;取消
drastic	adj.激烈的;严厉的
etymology	n.阐述词源;同源学
cherub	n.漂亮的孩子;小天使
filter	n.滤器;去尘器v.过滤;滤出
meter	n.计;邮资机v.用计计量;用表计量
gnaw	v.咬
trickle	n.滴;涓滴v.使滴;滴
brigand	n.土匪;违法
colonnade	n.成行的树;柱廊
fender	n.挡泥板;防御物
mince	n.切碎的食物v.切碎;细分
tumult	n.波动;吵闹
hump	n.驼背;驼峰v.溜放;隆起
copious	adj.多产的;丰富的
decadence	n.堕落
sporadic	adj.分散的;孤立的
widen	v.加宽;变宽
deduce	v.演绎
illuminate	adj.被照亮的v.阐明;照明
hurrah	adv.好n.激动;叫好声
braid	n.辫子;穗带v.编结;镶缀
egress	n.出口;外出v.出
floral	adj.福罗拉的;花的
