the	det.定冠词;表示特指
real	adj.逼真的;真的
nearly	adv.极;几乎
mine	n.矿;矿藏pron.我的v.采;开矿
law	n.法律;法制
knowledge	n.熟悉;知识
come	v.搞;来
bad	adj.坏的;顽皮的
cut	n.切;切口v.切;凿
copy	n.本;原件v.抄袭;抄写
husband	n.夫;管家v.持有;使有丈夫
six	n.第六;六
France	n.法兰西
peace	n.和平;和约
low	adj.低的;浅的adv.低;低声地
north	adj.北部的;在北方的adv.向北方n.北;北方
remember	v.记得;牢记
effect	n.感受;结果v.产生;使发生
natural	adj.有关自然的n.智力低下的人
pretty	adj.妙的;漂亮的
fall	n.降落;落下v.砍倒;跌倒
fair	adj.公正的adv.公正地;正面地n.美;女人
service	n.服务v.检修;为...服务
below	adv.在楼下;在下面prep.低于;在...下面
except	prep.除...外conj.除非;除了v.把...除外;反对
hair	n.毛;头发
pass	n.境况;通过v.超过;经过
copyright	n.版权v.以版权保护
do	v.做
army	n.军队;陆军
run	n.跑步;赛跑v.跑;逃
horse	n.马;骑兵v.发情;上马
future	n.将来;前途
open	adj.开着的;空旷的n.旷野;露天v.开;开辟
pleasure	n.高兴;娱乐v.使高兴;觉得高兴
history	n.过去;历史
west	adj.西部的;西方的adv.向西方n.西;西部;西方
pay	n.报偿;付钱v.付;付款
red	adj.红的;通红的n.红;红球
note	n.按语;短笺v.记录;注意
although	conj.虽然;尽管
want	n.缺乏;需要v.缺乏;要
gold	n.金;金币
make	n.牌子;体质v.构成;做
desire	n.要求;愿望v.渴望;要求
play	n.比赛;玩v.开;玩
master	n.艺术家;主人v.精通;统治
office	n.办公室;处
front	adj.前面的;正面的n.前面;正面v.对抗;面向
big	adj.大的;洪亮的adv.成功地;大量地
certainly	adv.当然;无疑地
wind	n.风;圈;气息v.包;绕
receive	v.得到;收到
attention	n.考虑;注意
government	n.政府;政体
church	n.礼拜;礼拜堂
strength	n.力;强度
length	n.长;长段
company	n.公司;群
paper	n.文件;纸v.用纸包起;贴糊墙纸
letter	n.信;字母v.在...上刻字
probably	adv.很可能
glad	adj.高兴的;乐意的
important	adj.重要的;自负的
especial	adj.亲近的;特别的
yourself	pron.你亲自;你自己
fellow	n.男人;人
bear	n.玩具熊;熊v.忍;压
opinion	n.评价;意见
window	n.窗;窗框
faith	n.信任;信条
ago	adv.以前
agreement	n.达成协议;协定
charge	n.价钱;应付v.要;冲锋
beauty	n.美;美人
lip	n.唇状物;嘴唇
remain	v.留下;剩余
arm	n.臂;军种v.提供;武装起来
latter	adj.后者的;较后的
duty	n.责任;职责
send	v.发送;派遣
distance	n.进展;远v.使远离;远远超过
silence	n.寂静;静默v.使安静;压制
foot	n.脚;最下部v.步行;结算
wild	adj.野生的;原始的adv.狂暴地n.野生动物
object	n.对象;物体v.提出;反对
die	n.板牙;模具v.遭受;死
save	prep.除...外v.储蓄;救助
gentleman	n.先生
tree	n.木制用具;树v.在...上植树;爬上树
green	adj.绿色的n.绿色;绿色物v.欺骗;成为绿色
trouble	n.烦恼;困难v.麻烦;折磨
smile	n.欢快;微笑v.露出;惠及
book	n.卷;书v.预订;预订
wrong	adj.不道德的;错误的adv.不适当地;错误地n.错误;坏事v.使丢脸
various	adj.不同的;各个的
sleep	n.昏睡;睡眠v.供...睡觉;睡
person	n.家伙;人
happen	v.发生;碰巧
particular	adj.特定的;特殊的n.详情;一项
minute	adj.快熟的;微小的n.分
hardly	adv.不十分;几乎不
walk	n.行走路程;走v.走遍;走
chief	adj.为首的;主要的n.酋长;首领
chance	adj.偶然的n.机会;机缘v.冒...的险;碰巧
accord	n.谅解;谐和v.授予;相符合
action	n.行动;行为
deal	n.待遇;交易v.发;分配
visit	n.参观;视察v.访问;视察
think	v.想;想像
follow	v.跟随;伴随
stand	n.停住;站立v.经受;容忍
know	v.记住;确知
try	n.尝试v.试;试图
presence	n.出席;进见
heavy	adj.太贵的;重的n.肥畜;重的人
sweet	adj.甜的;悦耳的n.甜食;甜味
plain	adj.单色的;朴素的n.平原;平针
donation	n.捐赠;捐赠物
immediate	adj.立即的;直接的
mouth	n.口;人v.说;做鬼脸
rich	adj.富的;富饶的
month	n.月
afraid	adj.恐惧的;遗憾的
single	adj.单程的;单人的n.单曲唱片;一个v.选出
joy	n.成功;欢欣v.享受;高兴
enemy	n.敌国;敌军
unless	conj.除非
state	n.心情;形态v.陈述;确定
ship	n.船;飞船v.用船运;上船
condition	n.健康状况;状况v.使健康;训练
carry	n.射程;运载v.提;携带
exclaim	v.大声说出;呼喊
fill	n.充分;装填物v.挤满;装满
see	v.察看;看
influence	n.势力;影响v.影响
write	v.记述;写
boy	n.男孩;男子
appear	v.出现;露面
outside	n.外表;外面prep.除了;在...的外面
secret	adj.秘密的;能保密的n.奥秘;秘密
part	n.一部分;组成部分v.放弃;分开
please	adv.请;行v.乐于;敬请
appearance	n.出版;出现
evil	adj.讨厌的;邪恶的n.坏事;祸害
#march	n.3月n.行军;边界v.进展;前进
whatever	pron.不管什么;诸如此类
slow	adj.耗时的;慢的adv.慢慢地v.放慢;放慢速度
tear	n.悲痛;撕v.流泪;撕
horse	n.马;骑兵v.发情;上马
place	n.场所;地方v.放置;得名次
stay	n.逗留;停止v.停止;延迟
instead	adv.反而;作为替代
blue	adj.悲伤的;蓝色的n.蓝色;蓝颜料
impossible	adj.不可能的
period	n.纪;时间
sister	n.姐妹
battle	n.格斗;竞赛v.搏斗;作战
school	n.上学;学校v.教育;控制
occasion	n.时机;时刻v.引起
former	adj.前任的;以前的
food	n.食物;养料
youth	n.青年时期;青年人
learn	v.发现;学
merely	adv.纯粹地;仅仅
reach	n.地带;伸出v.到达;伸出
system	n.系统;制度
twenty	n.第二十;二十
dinner	n.客饭;宴会
quiet	adj.安静的;寂静的n.安静;安宁v.确认;使安静
easily	adv.容易地;无疑
afterwards	adv.以后
walk	n.行走路程;走v.走遍;走
laugh	n.笑;笑柄v.开颜;笑
language	n.全部词汇;语言
expression	n.表达;表示
week	n.工作周;星期
hall	n.会堂;酒
danger	n.危险;危险示意
property	n.财产;地产
wonder	n.惊奇;奇迹v.感到惊讶;感到疑惑
usual	adj.通常的
figure	n.价格;数字v.计算;出现
court	n.法庭;球场v.招致;求爱
general	adj.笼统的;全体的n.将军;上将
show	n.演出;展览v.陈列;给...看
ancient	adj.古代的;古老的n.古钱;旗帜
respect	n.敬意;尊敬v.关于;敬意
third	n.第三;三分之一
worth	adj.值钱的n.价值;经济价值prep.具有...价值;拥有...财产
simple	adj.纯朴的;简单的
tree	n.木制用具;树v.在...上植树;爬上树
remain	v.留下;剩余
society	n.阶层;社会
fight	n.战斗;争吵v.打;奋斗
wall	n.壁;墙v.给...建墙;转动
result	n.获胜;结果v.发生;结果
heaven	n.上天;天
start	n.惊跳;开始v.出现;惊动
command	n.命令;指挥v.俯临;命令
tone	n.音;语气v.增强;调和
regard	n.关系;敬爱v.敬爱;看待
expect	v.等待;预计
mere	adj.纯粹的;只不过的
month	n.月
beside	prep.和...相比;在...旁边
silent	adj.安静的;不作声的
perfect	adj.完好的;完美的v.使精通;使完美
experience	n.经历;经验v.经历
street	n.街;街区
entire	adj.单一的;全部的
fresh	adj.另外的;新的
duke	n.公爵;双手
cover	n.书壳;掩蔽v.盖;代替
east	adj.东部的;在东方的adv.向东方n.东;东部;东方
wood	n.木;木材
stone	n.界石;磨石v.向...扔石块;用石铺
quick	adj.聪敏的;快的adv.紧身地;快n.活肉
notice	n.警告;关注;征象v.警告;提到
bright	adj.聪明的;明亮的adv.光亮地
Christ	n.基督;弥赛亚
boat	n.船v.用船装运;乘船
noble	adj.高尚的;光辉的n.工贼头目;贵族
somewhat	adv.有点
sudden	adj.突然的;迅速的
value	n.价格;价值v.夸耀;尊重
direction	n.管理;指示
chair	n.椅子;主席v.使入座
due	adj.欠款的;应给的adv.正对着n.应缴款;责任
support	n.帮助;支撑v.帮助;支持
date	n.日期;时期v.过期;注有日期
wait	n.等待;幕间时间v.等待;等
Christian	adj.基督的n.基督徒;人
village	n.居民村;乡村
live	adj.活的;真的adv.在现场v.过;活
agree	v.承认;表示同意
line	n.纹路;线v.出局;填
consider	v.考虑;认为
field	n.场地;田v.接;派...上场
scarcely	adv.刚刚;决不
wish	n.请求;希望v.但愿;祝
wait	n.等待;幕间时间v.等待;等
permission	n.允许
success	n.成功;发迹
piece	n.件;片v.接;拼合
form	n.模型;形体v.构成;形成
speaking	n.说话adj.说话的
try	n.尝试v.试;试图
proper	adj.本来的;适宜的
hill	n.小山;斜坡
music	n.音乐;音乐伴奏
German	adj.德国的;德国人的n.德国人;德语
afternoon	n.后期;下午
cry	n.叫喊;哭v.哭;鸣
cost	n.代价;价钱v.价钱为;使付出
allow	v.允给;允许
girl	n.女孩子;女仆
broke	adj.不名一文的
seven	n.第七;七
private	adj.私立的;私人的n.平民;士兵
sit	v.骑;坐
news	n.消息;新闻
top	adj.顶的;最高的n.顶;盖v.盖;结束
scene	n.地点;一场
discover	v.发现;显露
marriage	n.结婚;结婚仪式
step	n.步;步态v.跨;踩
garden	n.公园;花园v.用花园点缀
race	n.比赛;族v.疾走;猛转
begin	v.开始
per	prep.按照;每
individual	adj.独特的;个别的n.个人;人
learn	v.发现;学
political	adj.国家的;政党的
difficult	adj.困难的;难懂的
speech	n.说话;说话方式
lie	n.谎言;躺v.说谎;平卧
cast	n.撒网;投v.投
eat	v.吃;咬
authority	n.当局;权
floor	n.层;底v.击败
ill	adj.不利的;坏的n.病;坏
way	n.方法;方面
officer	n.船长;法警
offer	n.发价;给予v.给予;提出
original	adj.起初的n.原型;原作
happiness	n.恰当;幸福
flower	n.花;精华v.发育;开花
summer	n.夏;大梁v.夏季放牧;过夏天
provide	v.供给;规定
study	n.学科;学习;研究v.记住;学习;研究
religion	n.宗教;宗教教育
picture	n.画v.绘;映出
wall	n.壁;墙v.给...建墙;转动
personal	adj.个人的;亲自的
America	n.美洲
watch	n.手表;守卫v.保卫;等待
leave	n.告别;许可v.丢弃;经过
hot	adj.辣的;热的
effort	n.努力;全部努力
escape	n.逃路;逃跑v.逃脱;漏出
attempt	n.攻击;企图v.企图;引诱
kill	n.击落;杀死v.冻死;杀死
fast	adj.快的adv.快n.禁食;禁食期v.节制饮食;禁食
author	n.发起人;著作者v.发起;著作
brown	adj.肤色深的;棕色的n.棕色v.呈现棕色
pain	n.痛;痛苦
spring	n.弹性;反弹;春天v.惊起;跳
take	n.捕猎;拿v.拿;执住
soldier	n.军事家;士兵
house	n.房屋;棚v.覆盖;住
beneath	adv.在较低处;在下prep.在...底下;在...下方
talk	n.讲话;闲话v.讲;谈论
turning	n.旋转;转弯处
century	n.一百分;百人
step	n.步;步态v.跨;踩
intend	v.想要;意指
soft	adj.轻的;柔滑的adv.柔软地;嘘
straight	adj.整齐的;直的adv.立即;直
matter	n.实体;事情v.化脓;要紧
likely	adj.合适的;可信的adv.很可能
corner	n.包角;角v.垄断;转弯
trademark	n.标记;商标v.用商标标明
justice	n.公正;正确
simply	adv.简单地;仅仅
produce	n.产品;成果v.生;生产
trust	n.信任;信心v.想;信任
appear	v.出现;露面
laugh	n.笑;笑柄v.开颜;笑
forget	v.忘;健忘
Europe	n.欧罗巴洲
passage	n.经过;迁移;通道;走廊
eight	n.八;第八
ourselves	pron.我们亲自;我们自己
give	v.给予;交给
dress	n.衣服;装饰v.布置;穿衣
pass	n.境况;通过v.超过;经过
terrible	adj.可怕的;困难的
medium	adj.中间的n.媒质;手段;巫师
effort	n.努力;全部努力
sake	n.理由;目的
breath	n.呼吸;气息
wise	adj.聪明的;了解的v.教导;知道
possession	n.拥有;有
pleasant	adj.活泼的
perfect	adj.完好的;完美的v.使精通;使完美
memory	n.回忆;记忆
usual	adj.通常的
grave	adj.暗淡的;低沉的n.墓碑;墓穴
fix	n.方位;困境v.定居;固定
modern	adj.近代的;现代化的n.近代
spot	n.疤点;点子v.使有污渍;玷污
troop	n.军队;一群v.成群结队;作伴
rise	n.岗;上涨v.登上;离席
break	n.破裂;破晓v.打破;破坏
fifty	n.第五十;五十
island	n.岛;岛状物
meet	n.集合;集会v.接;遇见
camp	n.兵营;拘留所v.临时安顿;搞同性恋
nation	n.国家;国民
existence	n.存在;发生
reply	n.驳复;回答v.回答;反响
sky	n.苍天;天
touch	n.触;触觉v.触摸;触摸
equal	adj.平等的;平均的n.匹敌者;同等的人v.比得上;相等
fortune	n.富有;好运
shore	n.滨;陆地
domain	n.产业;领土
situation	n.情况;位置
look	n.察看;看v.看
promise	n.可能;允诺v.向...保证;允诺
order	n.次序;整齐v.命令;整理
degree	n.程度;度
middle	adj.中部的;中等的n.中部;中等货
winter	n.冬;寒冷天气v.过冬
plan	n.方法;计划v.计划;设计
allow	v.允给;允许
pale	adj.苍白的;浅的n.尖板条;界限v.使苍白;包围
conduct	n.处理;举止v.表现;处理
religious	adj.宗教的
surprise	n.惊奇;突然袭击v.撞见;惊奇
minute	adj.快熟的;微小的n.分
case	n.框;箱v.探察
lead	n.指引;铅v.牵;致使
move	n.搬家;动v.动;调动
name	n.名字;外号v.把...叫作;给...取名字
stop	n.停止;阻塞v.停止;阻塞
#worse	adv.更坏;更猛烈地bad的比较级
glass	n.玻璃;镜子v.反射;给...装玻璃
board	n.板;纸板v.使搭伙;搭伙
vain	adj.徒劳的;自负的
affair	n.事;事情
instance	n.例子;情况v.举...为例;举例
safe	adj.安全的;谨慎的n.保险箱;家用冰箱
loss	n.减少;损失
doctor	n.巫医;医生v.修改;修理
offer	n.发价;给予v.给予;提出
class	n.班级;课
complete	adj.十足的;完成的v.使完美;完成
access	n.接近;通道v.存取;接近
#lower	v.放下;减低low的比较级
repeat	n.复写;重复v.复述;重复
form	n.模型;形体v.构成;形成
darkness	n.黑暗;无知
military	adj.军人的;军事的n.军人;武装部队
warm	adj.感到热的;温暖的v.取暖;同情
drink	n.喝酒;饮料v.喝
passion	n.激怒;激情
one	n.一;一体
physical	adj.物理的;物质的n.体格检查
example	n.范例;例题
ear	n.耳;穗
question	n.难题;问题v.怀疑;问
start	n.惊跳;开始v.出现;惊动
keep	n.保持;供养v.保管;保守
spite	n.不幸;恶意v.恶意对待
direct	adj.笔直的;直接的adv.径直地v.管理;指示
serious	adj.认真的;严肃的
hat	n.贿赂;帽子
dog	n.公狗;狗v.跟踪;困扰
silver	n.钱;银v.镀银于;变成银色
sufficient	adj.自负的;足够的
main	adj.辽阔的;完全的n.体力;叫数
mention	n.传令嘉奖;提及v.传令嘉奖;提到
servant	n.雇员;仆人
pride	n.骄傲;自豪v.使得意;自豪
crowd	n.群;群众v.挨;挤
train	n.连串;列车v.把...对准;训练
wonderful	adj.精彩的
moral	adj.道德的;有道德的n.典型
instant	adj.紧急的;立即的n.时刻;瞬息
path	n.道路;路
mean	adj.卑鄙的;低劣的n.平均;中间v.意味着;意指
fit	adj.健康的;适合的n.合身;配合v.配合;适合
order	n.次序;整齐v.命令;整理
lot	n.抽签;签
enter	v.参加;登记
rule	n.裁决;规则v.控制;统治
sword	n.剑;权力象征
attack	n.攻击;侵蚀v.攻击
seat	n.坐部;座v.供给...座位;使坐下
game	adj.猎物的;跛的n.游戏;运动v.赌掉;赌博
health	n.健康;卫生
paragraph	n.短文;段落v.写短文
statement	n.陈述;声明
social	adj.社会的n.社会保险;社交聚会
refund	n.退还;退款v.退还
sorry	adj.难过的;内疚的
courage	n.勇敢
member	n.成员;子句
grace	n.风度;善意v.给...增光;使优美
official	adj.公职的;正式的n.官员;行政人员
dream	n.出神;梦v.做;想
worthy	adj.有价值的;值得的n.知名人士
rock	n.大石;矿石v.轻摇使;轻摆
jack	n.老兄;男人v.提高;用篝灯猎
special	adj.特殊的;异常的n.特刊;专列
request	n.需要;要求v.要求
mighty	adj.巨大的;强大的adv.很
glance	n.擦过;闪光v.擦过;反射
head	n.上端;头v.长头;发源
movement	n.动;动作
fee	n.采邑;费
share	n.股份;一份v.分开;分享
expect	v.等待;预计
dollar	n.美元;一元银币
spread	n.翼展;展开v.撒;涂
opposite	adj.对面的;反对的adv.在对面n.对边;对立物prep.在...的对面
glory	n.光荣;赞颂v.吹嘘;骄傲
twelve	n.第十二;十二
space	n.场地;空间v.分隔开;留间隔
engaged	adj.被占用的;忙的
peter	v.逐渐减少
wine	n.葡萄酒;药酒v.喝酒
ordinary	adj.平常的;平庸的n.常任法官;寻常
mountain	n.山;山脉
taste	n.尝;味v.尝;吃
iron	n.铁;熨斗v.熨;熨衣
distribute	v.分;分发
trade	n.交易;贸易v.对换;购物
consider	v.考虑;认为
great	adj.大的;久的n.大人物
accept	v.承认;接受
advantage	n.好处;有利地位v.有利于;获利
idea	n.计划;思想
us	n.美国pron.人们;我们
officer	n.船长;法警
rate	n.比率;费率v.呵责;骂走
clothe	v.覆盖;赋予
sign	n.标志;符号v.签;写下
native	adj.出生的n.当地人;土人
judge	n.法官;鉴定人v.裁决;断定
difference	n.差别;特点
work	n.工作;职业v.经营;工作
anxious	adj.焦虑的
marry	v.娶;结婚
captain	n.船长;领袖v.率领
finish	n.结束;抛光v.结束;用完
extent	n.范围;广度
watch	n.手表;守卫v.保卫;等待
curious	adj.好奇的;奇特的
foreign	adj.对外的;外国的
besides	adv.此外;而且prep.除...之外
method	n.方法;条理
excellent	adj.非常的;较高的
confidence	n.信任;信心
marked	adj.明显的;有标记的
exactly	adv.精确地;正
importance	n.重要;自大
final	adj.决定性的;最后的n.决赛;期终考试
bill	n.清单;帐单v.爱抚;接吻
vast	adj.大量的;高大的
prove	v.表现;证明
fancy	adj.别致的;特级的n.任性;设想v.相信;想象
quick	adj.聪敏的;快的adv.紧身地;快n.活肉
yes	adv.不对;是n.是;赞成票
prevent	v.防止;先去
neck	n.颈肉;颈项v.割颈杀;变狭
heart	n.内心;心
liberty	n.释放;许可
interest	n.利益;趣味v.使参与;使感兴趣
side	n.边;旁边v.同意;赞助
legal	adj.法律的;合法的
dry	adj.干的;干燥的v.使干;变干
serve	n.发球;轮到发球v.任;帮佣
aside	adv.离开;撇开n.离题的话;旁白
pure	adj.纯粹的;纯净的
concerning	prep.关于
lose	v.失去;遗失
power	n.力;能力v.促进
possess	v.具有;拥有
evidence	n.根据;迹象v.显示;证明
distant	adj.冷淡的;远的
progress	n.进步;前进v.改进;前进
similar	adj.相似的;相像的
narrow	adj.勉强的;狭的n.狭谷;狭窄部分v.变狭;缩小
altogether	adv.完全;总共
build	n.体形;构造v.构成;建设
page	n.记录;页v.翻阅;侍侯
particular	adj.特定的;特殊的n.详情;一项
know	v.记住;确知
week	n.工作周;星期
hold	n.拿;船舱v.表现;掌着
mountain	n.山;山脉
search	n.检查;搜查v.探;细察
sad	adj.悲哀的;可悲的
sin	n.过错;罪v.犯;犯过失
lie	n.谎言;躺v.说谎;平卧
proud	adj.感到自豪的
pieces	n.身心崩溃v.拆开
clear	adj.纯色的;清晰的adv.离开着;完全v.扫清;变晴
price	n.贿金;价格v.给...定金;定金
ship	n.船;飞船v.用船运;上船
thirty	n.第三十;三十
sick	adj.病人的;恶心的v.使厌恶
honest	adj.诚实的;真诚的
shut	v.关上;合上
talk	n.讲话;闲话v.讲;谈论
bank	n.岸;堆v.开银行;做庄家
fate	n.命运;天命
judgment	n.判断;审判
condition	n.健康状况;状况v.使健康;训练
accept	v.承认;接受
hill	n.小山;斜坡
forest	n.林区;一丛
measure	n.尺寸;量度v.打量;量
species	n.种;种类
seek	v.试图;去
otherwise	adv.别样;不然
stream	n.河;流v.流;飞奔
honor	n.名誉;荣誉v.使增光;尊敬
careful	adj.关切的;精确的
obtain	v.持有;达到
ear	n.耳;穗
bread	n.面包;食物
bottom	adj.底部的;基础的n.底;枯谷v.使基;基于
additional	adj.添加的
present	adj.出席的;现在的n.现在;礼物v.表示;提出
aid	n.帮助;外援v.帮助
finger	n.手指;指状物v.指出;伸出
remember	v.记得;牢记
choose	v.情愿;欲;挑选
animal	n.动物;畜
event	n.结果
delight	n.高兴;可爱性v.使高兴;感到高兴
right	adj.合适的;正当的adv.好;正当地n.实况;正当v.补救;纠正
amount	n.量;总数v.等同;合计
obtain	v.持有;达到
tax	n.负担;税v.对...收会费;对...征税
servant	n.雇员;仆人
son	n.儿子;女婿
cross	adj.交叉的;相互的adv.横跨地n.十字架v.穿过;交叉
shoulder	n.肩;肩部v.担负;肩起
thick	adj.厚的;密的n.傻瓜
point	n.尖;尖形部件v.显示;指
#stranger	n.陌生人;生手strange的较级
wood	n.木;木材
fact	n.事实;细节
dare	n.大胆;挑战v.敢;敢做
grow	v.种;长
creature	n.人;生物
rain	n.一阵;雨v.下;诉苦
false	adj.不诚实的;不正确的
tall	adj.长的;高的
gate	n.大门;路v.给...装门;用门控制
nation	n.国家;国民
quiet	adj.安静的;寂静的n.安静;安宁v.确认;使安静
surface	n.表面;地面v.使公开化;变得清醒
freely	adv.直爽地;自由地
holy	adj.神圣的;圣洁的
street	n.街;街区
blow	n.吹;花v.吹;吹响
regard	n.关系;敬爱v.敬爱;看待
fashion	n.方式;上流社会v.改变;制作
report	n.报道;报告v.报道;说
coast	n.海岸;滑行v.绕...而行;滑行
daily	adj.每日的;一天的adv.每日n.女佣;日报
file	n.文件夹;锉刀v.发送;锉
shoulder	n.肩;肩部v.担负;肩起
face	n.表面;脸v.面朝;朝
succeed	v.接替;成功
bird	n.鸟;幼鸟
royal	adj.国王的;敕立的n.顶桅帆;王裁
song	n.歌;诗歌
wealth	n.财富;丰富
comfort	n.安慰;盖被v.安慰;帮助
fail	n.不及格;交割失信v.不;缺乏
freedom	n.直爽;自由
peculiar	adj.奇怪的;特殊的
anyone	pron.任何人
advance	adj.先行的;预先的n.前进v.促进;提出
gentle	adj.轻柔的;温和的
sure	adj.可靠的;确信的adv.当然;无疑
animal	n.动物;畜
wait	n.等待;幕间时间v.等待;等
secure	adj.安全的;安心的v.保证;缚牢
grass	n.草;草场
touch	n.触;触觉v.触摸;触摸
draw	n.被拉的量;拉v.拔出;拉
stage	n.舞台;戏剧;阶段v.举办;展现
portion	n.一部分;一份v.把...分给;命定
express	adj.明确的;专门的adv.特意地;用快递n.捷运公司;快车v.表示
open	adj.开着的;空旷的n.旷野;露天v.开;开辟
spirit	n.精神;灵魂v.鼓励;偷偷地走
fish	n.鱼;鱼肉v.捕;捕鱼
tongue	n.舌;语言
capital	adj.首都的;重要的n.首都;资本
angry	adj.发怒的;狂暴的
grow	v.种;长
carriage	n.支架;姿势
weather	n.恶劣天气;天气v.经受风雨;退色
breast	n.胸;胸部v.攀登;以胸撞
presently	adv.不久;当即
snow	n.下雪期;雪v.用雪困住;下雪
paper	n.文件;纸v.用纸包起;贴糊墙纸
necessity	n.必然;必要
practice	n.练习;实践
claim	n.权利;要求v.要求;主张
education	n.教育;教育学
sharp	adj.锋利的;尖的
prince	n.国君;王子
group	n.集体;组v.簇射;形成组
play	n.比赛;玩v.开;玩
throughout	adv.到处prep.遍及
pity	n.可惜;同情v.同情;有同情心
expense	n.花钱;价钱
yours	pron.你的
million	n.百万;许多
add	v.添加;做加法
pray	adv.请v.祈望;做
explain	v.讲解;解释
lead	n.指引;铅v.牵;致使
kill	n.击落;杀死v.冻死;杀死
shadow	n.阴影;影子v.钉...的梢;渐变
companion	n.同伴;职业伴侣
weight	n.重;重量单位v.使负重;使倾斜
mass	n.弥撒;弥撒曲;团v.集中;聚集
establish	v.安置;建立
suffer	v.经受;忍受
gray	n.戈瑞
brave	adj.勇敢的;壮观的n.恶棍;勇敢的人v.向...挑战;吹嘘
thin	adj.薄的;稀薄的;瘦的v.使薄;变薄
check	n.停止;制服v.核对;击退
virtue	n.美德;贞操
golden	adj.含金的;金的
numerous	adj.许多的
frequent	adj.经常的v.常到;交往
famous	adj.第一流的;著名的
tell	v.吩咐;讲
powerful	adj.浓烈的;强壮的
alive	adj.存在的;活着的
waters	n.海域;近海
national	adj.国家的;国民的n.国民;全国总部
weak	adj.不牢固的;虚弱的
divine	adj.敬神的;神的n.神;神学的v.发现;推测
material	adj.身体上的;物质的n.布;材料
principal	adj.主震的;资本的n.为首的人;主要演员
gather	v.收集;积聚
suggest	v.建议;意思是
frank	adj.坦白的n.弗兰克;欧洲人
valley	n.流域;山谷
guess	n.猜测v.猜;想
find	n.发现;发现物v.发现;找出
yellow	adj.发黄的;黄的n.黄;黄色颜料v.使发黄;发黄
heat	n.热;体温v.使热;变热
remain	v.留下;剩余
guard	n.警戒;警卫员v.保守;看守
equal	adj.平等的;平均的n.匹敌者;同等的人v.比得上;相等
natural	adj.有关自然的n.智力低下的人
box	n.箱;巴掌v.打;斗拳
remarkable	adj.非凡的
god	n.上帝n.男神;神
moon	n.月光;月球v.虚度;懒散度日
slight	adj.少量的;纤细的n.冷落;轻视v.忽视;看轻
style	n.派头;样式v.叫
point	n.尖;尖形部件v.显示;指
window	n.窗;窗框
cross	adj.交叉的;相互的adv.横跨地n.十字架v.穿过;交叉
pound	n.磅;镑v.捣碎;剧跳
evident	adj.明显的
principle	n.原则;准则
immediate	adj.立即的;直接的
willing	adj.愿意的
principle	n.原则;准则
character	n.品德;性质
season	n.季;节期v.给...调味;变干燥
remark	n.言辞;注意v.说;注意
science	n.科学;科学事物
tender	adj.嫩的;温柔的n.关怀;交付v.交付;提出
work	n.工作;职业v.经营;工作
whisper	n.低语;微量v.低声说出;低语
interest	n.利益;趣味v.使参与;使感兴趣
quarter	n.四分之一;一刻钟
midst	n.中部prep.在...之中
apparent	adj.表面上的;显然的
bore	n.孔;内膛v.挤出;钻
active	adj.活跃的;积极的n.活跃的人;主动态
aware	adj.懂事的;意识到的
uncle	n.伯父;大伯;舅父
list	n.表;布条v.列举;听
dangerous	adj.引起危险的
august	adj.威严的
calm	adj.安静的;平静的n.安静;镇静v.使平静;平静下来
genius	n.特征;天才
sacred	adj.宗教的
kingdom	n.君主身份;王国
entire	adj.单一的;全部的
popular	adj.民众的
unknown	adj.不知道的n.未知的人;未知元
nice	adj.好的;好看的
habit	n.气质;习惯
familiar	adj.亲近的;熟悉的n.常客;知交
reader	n.读者;教科书
publish	v.出版;发表
direct	adj.笔直的;直接的adv.径直地v.管理;指示
handsome	adj.好看的;慷慨的
join	n.并;连接v.连接;参加
actually	adv.竟然;如今
king	n.大王;君主
post	n.柱;岗位v.宣布;押
approach	n.进路;近似v.近似;靠近
hear	v.听;听见
need	aux.须要n.缺少;需要v.缺少;需要
walk	n.行走路程;走v.走遍;走
twice	adv.两倍;两次
throw	n.冒险;投掷v.发射;投
appoint	v.任命;下令
wisdom	n.明智;知识
number	n.数目;算术v.把...编号;计数
demand	n.需要;要求v.强要;询问
priest	n.祭司;司铎
sorrow	n.悲伤;悔憾v.哀痛;懊悔
drive	n.驾驶;紧迫v.逼迫;赶
fault	n.错误;缺点v.产生断层;犯错误
listen	v.听;听从
palace	n.豪华住宅;王宫
affair	n.事;事情
contact	n.接触;熟人v.使接触;接触
station	n.车站;站v.安置
beat	adj.筋疲力尽的n.跳动v.打;拍打
listen	v.听;听从
fool	n.蠢人;弄臣v.愚弄;玩弄
become	v.适合;变成
watch	n.手表;守卫v.保卫;等待
hurt	n.打击;伤v.弄痛;痛
want	n.缺乏;需要v.缺乏;要
express	adj.明确的;专门的adv.特意地;用快递n.捷运公司;快车v.表示
height	n.高;高处
size	n.尺码;大v.相比;给...上涂料
edge	n.边;刀口v.加边于;使锋利
subject	adj.臣服的;需要...的n.题目;学科v.使臣服;提供
task	n.工作;任务
follow	v.跟随;伴随
interest	n.利益;趣味v.使参与;使感兴趣
nine	n.第九;九
sympathy	n.吊慰;同情
burst	n.爆发;爆炸v.爆发;爆炸
dress	n.衣服;装饰v.布置;穿衣
lift	n.提;天空v.鼓舞;提
hope	n.希望v.希望;相信
suffer	v.经受;忍受
noise	n.声音;噪声
tell	v.吩咐;讲
mind	n.头脑;智力v.记住;照料
