#word,meaning,option1,option2,option3
barrier,栅栏,篱笆,渗沟,火墙
disposition,处理,批发,零售,变卖
naked,无掩饰的,收到..的信,追踪,意识到
magistrate,地方法官,社交界,搞乱,(使)平稳(稳定)
lateral,边音,寓所,通路,场合
extinguisher,消灭者[物],值,经常,诗人
chew,咀嚼,理会,不详,误解
helicopter,直升飞机,舵,飞机,桨
dodge,闪开、躲避,自由,袋鼠(产于澳洲的草食哺乳动物),激励
charm,符咒,誓词,忠告,谶
commence,获得学位,包装,用蒸汽开动,金发
thorn,带刺的灌木,设计规划,十分,飞船
volcanic,火山,巫山,山坡,巫峡
unduly,不适当地,多多,尤其,多于
format,为(书刊)安排版式,用砖围砌,为…辩解,汗衫
statesman,政治(活动)家,和...一起,巩固,哨子
inhabitant,居民,华侨,同胞,华人
allowance,零用钱,运费,军费,家用
submit,屈服,打伤,媾和,调处
tolerable,可容忍的,无意,犯得着,拿手
subtitle,副题(书本中的),针状物,感到饿的,盥洗室
maritime,海员,对面,旁边,周围
merge,融合,三位一体,合力,集合
drown,淹死,陷落,漂移,溢出
mushroom,蘑菇,贯彻,吃不住,到期
planetarium,行星仪,预兆,下落,表象
flora,（某地区或时代的）植物群,关键,忠实,最高
meringue,蛋白酥皮筒[卷],运动场,雄兽,亲近
thrust,猛推,细丝,意见,患思乡病
amount,相当于,抗衡,同龄,同辈
superstructure,上层建筑,畜肥,房子,堆肥
ammonia,(化)氨,记忆力,余额,卵
meteorology,气象学,科目,高科技,医学
congress,(美国)国会,国会,立法会,大会
treatment,款待,看待,虐待,驱逐
momentum,要素,心脏,毒素,成分
commuter,通勤者,编织式样,一组,宠物
unicorn,（传说中的）独角兽,兴奋,政治家,末端
wording,措词,逻辑,原理,真理
signature,签名,汇报,报警,回报
coincidence,巧事,细节,家政,婚姻
overseas,到国外(的),立正,不久,发动机中节气门
version,版本,伪书,月历,超文本
appreciate,感激,百感交集,想象,联想
millennium,一千年,粗鲁地向…讲,力,供职
focus,焦点,外表,伪装,基础
bite,咬,呼,吸烟,舔
frail,意志薄弱,完成结束,发芽,(使)继续
pageant,壮观的游行,了解,风,富裕
revise,复习,进修,不求甚解,半工半读
implicate,牵连（于罪行中）,辩论,主要,垃圾箱
semester,学期,东周,任期,半衰期
observance,习俗）,顺从,收养,保育
tactic,手段,把戏,毒手,毒计
commonwealth,共同体,饱和,破烂,半半拉拉
furnace,火炉,玩具,风筝,扳不倒儿
namely,即,演说,吃东西,塌落
contrive,计划,轻松,筹措,打算
complexion,情况,实况,端详,大要
opening,通道,道路,隘路,军港
canvas,帆布,补丁,缎子,绒
coincide,恰好相符,标准,试验,浴盆
swarm,（蜜蜂）一群,明智,缺席的时间,干线
festival,音乐节,厂礼拜,假日,寒假
chromosome,染色体,白细胞,细胞,骨髓
coordinate,同等,百川归海,如出一辙,取决
charity,慈善机关(团体),受雇,调查,农庄
upholster,装饰,装置,放置,酿造
symbol,标志,来源,可谓,表示
succinct,简明,秘密,非法,不可名状
somewhat,有点儿,大多数,少数,整整
maim,使残废,看法,化学师,试验
ardent,热心,冰冷,恭顺,傲视
hurdle,跳栏,宝藏,屏障,赘疣
grumble,抱怨,憎恨,抱屈,哀怨
institution,惯例,杀人案,先例,范例
trigger,扳机,长枪,左轮手枪,手枪
virtually,实行上,简直,怪不得,千万
prevent,预防,防水,避讳,无害
overcome,战胜,休息,横扫,驱除
blast,爆炸,燎,咆哮,发亮
mess,脏乱,整齐,凄惨,俨然
flicker,闪烁,衍射,折射,发光
submerge,潜入水中,未爆炸的,女人,配件
flourish,炫耀,反射,辐射,惊涛骇浪
porch,门廊,过道,栏杆,阶梯
drain,消耗,生意(不可数),(美国)西部小说/电影,管理部门
indelible,擦试不掉,多年,效率,半天
antiquated,陈旧,妖艳,新鲜,古老
digital,数字,逗号,分号,单字
bang,砰地,凉快,运转,上)
tangible,可触摸的,可能,奉行,激起
receipt,收据,存根,图片,保单
perverse,刚愎自用,灵巧,起死回生,眼尖
stroke,一笔,法律制裁,重要性,一餐
airing,兜风,追求,恋爱,打赌
title,标题,牌子,牌子,俗称
certify,证明,体现,预兆,可见
adoption,采用,断定,识货,辨认
deadline,截止时间,在…以前,(跑道的)一圈,行动
cabinet,橱,牙床,吊床,碗柜
odyssey,奥德赛,束缚,失火,宠爱
comprise,包含,占有,含水,包容
laden,苦恼,生气,大发雷霆,迁怒
conscientious,本着良心,退休,自负,包产
quota,(生产、进出口等的)配额,表面,打击球,车胎
protocol,外交礼节,让开,会谈,谈判
rectify,精馏,两个,失败者,期待
maiden,未婚,已婚,众志成城,决定
lethal,致命,定型,机动,无情
bark,吠,使…免去,一连串,运动
pilot,驾驶(飞机等),不受尊重的人,章,贵重物品
chronology,年代学,科技,高科技,科研
counselor,法律顾问,帮厨,部属,物主
abortion,流产,关门,不打自招,败露
commissioner,地方长官,江泽民,首相,工头
ally,同盟者,女主人,游伴,同学
baffle,迷惑,欺瞒,兵不厌诈,任凭
suite,一套房间,晚期,厌烦,大受欢迎
carrier,货运商,不一致,列举出,堂(表)姐妹
clamor,大声的要求,零落,寂静,拥挤
strip,脱光衣服,想,静静,强有力的
execution,实施,掉队,例行,召开
constitute,构成,互通,对抗,失效
locker,上锁人,课桌,桌面,睡椅
hillside,山坡,冈山,安第斯山,幽谷
grudge,吝惜,自制,爱惜,约束
promising,有希望的,跳动,辩解,谋杀
safeguard,安全措施,教导,使弯曲,生物
landmark,重大的事件或发现,岸标,标志,筹码
secretion,分泌液,打电话,相反(事物),以前
chat,聊天,论述,演说,提到
induce,引起,驱动,导致,致死
advent,到来,下去,登月,贲临
flank,(军队的)侧翼,打扰,懊悔,改正
regardless,不顾一切,悲观,顽强,自然
review,评论,点名,督促,监视
intersperse,散布,遍及,列为,开列
tyre,轮胎,龙头,轮子,舱
filter,滤纸,簿记,簿子,卫生纸
analytical,分析,析出,研究,简介
refund,归还,索取,借出,退票
ravage,破坏,断开,崩裂,断头
plea,恳求,参与,不情之请,哀求
insight,深刻的了解,思维,眼光,核技术
cooperate,合作,大显身手,抱佛脚,摸索
nutrition,营养,成份,表语,氨基
stationery,纸张文具(总称),凝视,(用作饲料的)干草,恰当
pole,电极,马力,极了,大小
evoke,引起,引人注意,招致,免疫
storey,层,家,棵,种种
whip,鞭子,笪,皮鞭,马蹄铁
handicap,妨碍,施加,制裁,兴奋
alphabetical,依字母顺序的,乱弄,有权,南部
delta,(河口的)三角洲,可尊敬的,懒惰,黑暗
grace,优美,古老,妖艳,壮丽
tremendous,绝好,翻译,把...专用于,侥幸
boycott,抵制,拍案叫绝,笑话,触犯
homestay,客居外国家庭期间,周末,新颖,举动
scorch,挖苦,赞扬,争论,笑话
handbook,手册,家谱,贺年片,菜单
function,(机器)运行,呼吸,(植物)结实,平的
numerical,数字,分号,括号,文字
stereo,立体声的,表演,上油,为什么
optical,视觉,滋味,反感,酸痛
confluence,合流,复合,均分,东拼西凑
tune,调子,色彩,布局,议题
mount,…山峰,(汽车后部)行李箱,向...挥手,若干
catalog,对…编目,钢,刺激,决定
inference,结论,命令,民意测验,法令
electrician,电工,包身工,园丁,铁匠
paramount,最重要的,样式,少量,第十一(个)
estuary,河口,孔穴,缺口,进口
outdo,超过,不可逾越,制约,压制
obstinate,顽强,安分守己,卑怯,不修边幅
truce,停战,截至,逐出,停止
verify,证实,显示,取决,百川归海
content,使满足,测验,卵,邮递员
icon,肖像,影像,病魔,合影
flagstone,石板,钢笔,圆珠笔,摁钉儿
reputation,好名声,名望,盛名,众望
entail,必须包括,慢吞吞地,激发,回程
christian,具有基督的精神,苹果树,专门小组,梦(想)
peculiarity,奇怪,不要,奇迹,也许
enormously,非常,最为,至少,顶多
evaluate,评价,裁判,督促,点名
categorize,把…分类,船员,无线电话,发言者
waver,摇摆,震动,转动,余震
cyclic,循环,断电,恶性循环,继承
percussion,撞击,触发,着陆,刺激
clue,线索,系统,贬义,笔法
rough,粗暴,热情,尊重,宾至如归
magnificent,壮丽,英俊,现有,菲菲
chimney,烟囱,反应堆,陶器,多媒体
placid,安静,定弦,恐慌,定神
shuttle,梭子,绺,把子,百分比
supplement,补充之物,壁报,专栏,引言
minority,少数,有的,稠密,多数
issue,问题,课题,议题,布局
predict,预测,渴望,出乎预料,怀疑
wicked,顽皮,不羁,生气勃勃,猖狂
secular,世俗的、尘世的,出声,黑暗,骇人
tyrannical,暴虐,恶毒,什么,苛刻
accuracy,准确,不足为训,断章取义,两手
intermediate,中间,平凡,艰巨,上流
gauge,估计,主张,预期,猜测
quagmire,沼泽地,亚洲,荒野,群岛
metro,伦敦地下铁道,胡同,路边,大街小巷
rip,撕扯,挖掘,拔节,剥离
establish,建立,立法,指定,定都
witness,目击者,证人,代理人,审判长
bend,(使)弯曲,有恶意的,使自由,闪亮
scrupulous,谨慎小心的、细心的,要点,胜利,防护物
quarterly,季刊,晚报,版面,壁报
objective,目标,原因,主页,笔力
elated,得意洋洋,欢喜,痛苦,哀痛
displace,转移,调换,变调,变价
genetic,遗传学的,淹没,用带系上,无关
glimpse,瞥见,白眼,把风,偷看
diversity,变化,变幻,演变,巡回
impetus,推动力,能力,功夫,传统
mangrove,红树林,桃树,月桂树,杜仲
sprout,嫩芽,花托,雌花,秧苗
current,趋势,势在必行,优势,多头
solution,解决(办法),臀部,危险事物,规划
abundance,丰富,增值,加密,干
piston,活塞,皮带,绷簧,轮轴
inattention,疏忽,安土重迁,逼上梁山,入迷
bookcase,书架,壁橱,棉被,架
slate,石板,毛笔,笔杆,钢笔
entrepreneur,承包者,制作者,创造者,徐悲鸿
obsolete,废弃,卷入,埋没,舍命
hose,长筒袜,向北方,早晨,相等
apparent,明显,隐约,合法,秘密
jumble,揉杂,传输,交叉,包围
main,干线?,现在,译文,使褪色
pledge,保证物,划分,寂静,小心
shatter,破碎,紧紧,零落,完整
bake,烧硬,生活(动)的,玩笑,试用
mandatory,命令,提倡,责成,垄断
pastry,酥皮点心,饼饵,饼子,果酱
verdict,判断,识货,应用,分别
troupe,歌唱团,戏院,操场,俱乐部
grope,(暗中)摸索,析出,研究,字斟句酌
positive,肯定,毕竟,不出所料,担保
betray,背叛,叛卖,篡夺,颠覆
token,象征性的,流传,竞争,条件
amphibian,两栖类的,孤独,赢得,(使)转动
sour,酸的,含金,安静,举起
squeal,高声诉苦,飞翔,滑翔,鸣叫
recipient,接受者,观众,购买者,客人
deplete,倒空,耗费,花费,白费
considerate,体谅,爱惜,瞩目,关切
sodium,钠,醉汉,有关系,起床
perceive,理解,知悉,发现,忘记
tropic,回归线,热带,荒野,大陆
apparel,（精致的）衣服,发源地,老百姓,五(个
medieval,中世纪的,北魏,王朝,东汉
horrible,可怕,迷人,紧张,讨厌
supreme,极度,忍受,进而,接受
addict,使成瘾,缺乏,听写,一个(只)(表示代替可数的东西)
marginal,少量,强硬,深刻,伟大
array,队列,大气层,高层,编队
paranoia,偏执狂,抓,滑稽,一会儿
distress,使悲痛,电影业,比赛者,压(力)
prodigious,很大,轻微,险峻,兵强马壮
nitrate,硝酸盐,盐,硫磺,弱碱
catalyst,催化剂,在..期间的某个时候,野兽,暴风雨(雪)
comedy,喜剧,独幕剧,腔调,梆子腔
initiate,开始,启动,动手,动工
paraphrase,释义,解释,援引,介绍
individual,个体,御,同胞,规范
obscene,淫秽,薄情,多情,贞洁
uncap,脱掉帽子,仁慈(好心)的行为,结束,我亲自
formidable,可怕,不得人心,讨厌,狭窄
indicate,指出,表白,报告,表明
bias,偏见,异议,共识,政见
insert,插入,挖掘,竖起,镶嵌
refreshment,(,允许,使不能行动,冷静
legal,合法,使得,可疑,莫名其妙
growl,(狗等)嗥叫,全人类,商店,荡桨
impressive,感人,广博,紧张,迷人
modulate,变调,改口,调换,改编
teem,大量出现,试用,痕迹,有投票权者
cling,坚持,估计,考虑,主持
embed,牢牢插于,取缔,平静,第二十
stride,进步,建设,渐进,振兴
quantify,确定…的数量,不正确地,成果,投炸弹
discrete,个别,亲身,亲手,独自
credit,信任,疑心,认真,同情
sulfur,硫磺,烃,白磷,泻盐
project,方案,备忘录,地图,白皮书
motel,(附有停车场的)汽车旅馆,照料,决定,厘米
grease,润滑脂,果酱,豆油,酱
whereas,尽管,因为,于是,看来
relate,与…有关系,绝世美女,外套,(文章)段落
mechanism,机构,政权,大使馆,痞
vicinity,附近地区,做,抑制,满意
translucent,半透明的,审讯,潜在价值,剧本
bankruptcy,破产(状态),富于幽默感的,有本事的,向外
exquisite,精湛,龙飞凤舞,高明,传神
poke,戳,砍伐,触摸,刺
stale,陈腐的,裁缝,石,使发怒
preferential,优惠,龙飞凤舞,糟糕,恶劣
germ,微生物,哺乳动物,宠物,物品
warmth,温暖,冰冷,阴凉,不透气
recommendation,建议,呼叫,议论,务实
superfluous,多余,足够,动态平衡,现存
consist,包括,鼎立,隔离,对抗
infectious,感染性的,戴着,大米,安静
maneuver,操纵,共和,独裁,保护主义
remission,宽恕,包容,操心,不惜
poker,纸牌戏,喷气(发动机,愿望,无脂肪的
limitation,限制,束缚,促进,堵塞
prescription,指示,禁令,提议,旨意
consent,同意,协定,回绝,不容
territory,领域,双方,材积,波段
porous,可渗透的,一些,为...表示感激,修补
bay,海湾,红海,护城河,陡坡
stimulus,刺激物,等待,使变酸,辉煌功绩
slab,厚板,掩藏,然而,罐或桶
artificial,假的,向西,渴望知道,应该
falsify,窜改,修正,修饰,校订
pendulum,(钟等的)摆,富饶,支撑物,担心
wreathe,完全笼罩,卷轴(筒,蛋糕,与众不同
impede,妨碍,限制,拔苗助长,杜绝
radical,激进,反革命,落后,吝啬
compensation,补偿,升值,补遗,加长
shamble,摇晃不稳,历史上著名的,接受,储备
compromise,危及,大喜,甜美,无助
alternate,(使)交替,发行,门口,敷设
dispatch,派遣,分派,编遣,改编
coach,教练,锻锤,授课,补习
proportion,部分,大多数,稠密,缤纷
substitute,用…代替,松(树),运输,石油
accountant,会计,经纪人,理发师,营业员
jail,监狱,兵工厂,公安局,修理厂
exceptional,例外,异步,南辕北辙,不等式
capacity,能力,骗术,眼光,想像力
exasperate,使恼怒,困扰,纠缠,顶撞
pinch,夹痛,油漆,发怒,大变革
descent,遗传,谣传,流行,传说
offence,过错,失误,误会,故障
modify,缓和,抓紧,放松,毒化
comparable,可比较的,矿物,立即,指标
reimburse,偿还,退还,借出,找钱
remarkable,显著,暧昧,不知所云,非官方
ascent,上升攀登,玩具,表示亲昵,侧面
weary,疲倦,屏息,喘气,昂昂
ensue,接着发生,下去,来临,来自
thesaurus,词典,剪报,汇编,参考书
forte,（音乐）强音的,课时,在一群(组)之中,头衔
hug,紧抱住,扶,拔掉,挽
colony,(同类人的)聚居地,把…关在圈中,厨师,讲台
reckon,想,预测,渴望,猜想
hostile,怀有敌意,(个人的)事,学生,啤酒
ferry,(越海)空运,塑料(制品),立方,充满
reciprocal,互利,不堪,不劳而获,碰巧
touchy,敏感,灵活性,笨口拙舌,眼尖
even,偶数,分数,单数,函数
tuberculosis,结核病,暗伤,瘟疫,暴病
manhole,人孔,导体,所有权,专门小组
timely,及时,优先,日益,按时
neglect,忽略,着迷,小心,困惑
sexual,性别,男孩,马歇尔,道格拉斯
manipulate,操作,滥用,调用,军用
lounge,懒洋洋地斜倚或靠坐着,最近,(使)统一,焙
punctuation,标点符号,括号,调号,商标
monitor,监听,督促,监视,评价
cognitive,认识(力)的,整理,(使)发脆,穿过
hubbub,嘈杂,荒凉,动荡不安,拥挤
acclaim,向…欢呼,狡赖,肯定,否定
pedal,脚蹬,木板,石板,板子
nitrogen,氮,检查,粉笔,刚刚
annuity,年金领受权,版税,佣金,补贴
suspense,悬念的状态,听到,世人,浇灌
declaration,宣言,皮带,条子,通报
bronze,青铜制品,白金,铝,黄铜
energetic,精神饱满,种植,完整,插话
plus,附加,浸透,升值,增多
ale,淡啤酒,昆虫,无论什么时候,未成熟的
concise,简明,公然,顶事,不明
adult,成年人,芝兰,老头,小伙子
culminate,达到高潮,使产生(情感、想法等),点头同意,枪
crack,裂缝,断头,打破,损坏
embarrass,使窘迫,不是,桃子,有规律地
crouch,蹲伏、弯腰,部队,骗取,翼
spur,激励,兴奋,有助于,加以
controversy,争论,笔战,丑化,辩白
uphold,支持,处于,在于,留下
exclude,把…除外,毒死,侮辱,动手动脚
nozzle,喷嘴,柄,宝座,翅膀
cluster,群集,衍生,突发,产生
colossal,巨大,虚弱,强硬,奔放
pesticide,杀虫剂,医药,软膏,阿司匹林
sprint,短距离赛跑,在下面,卖,宏伟
unfold,逐渐表露,紧密的(地),毒害,楼层
reel,卷,神话,圣经,文艺
asthma,气喘病,肺炎,多发病,暗疾
ideology,意识形态,财富,共识,宝物
hospital,医院,军校,职业中学,北京大学
lease,租约,法律,法案,契据
reluctant,不愿意的,强制,摆布,诱惑
sewage,污物,废气,秕糠,宝石
cancel,取消,免职,解除,解散
interpreter,译员,作者,兽医,新闻记者
shaft,轴,对,绞,撮
mold,铸模,模子,页心,案板
expand,扩张,延长,放开,改装
percentage,比例,采收率,折射率,汇率
attend,照顾,侍候,保驾,维护
fetch,找来,禁令,出现,负载
inertia,惯性,边缘,局限性,创造性
insure,给…保险,情况,精确,穿过
relapse,旧病复发,就是说,后来,败落
insurance,保险,行将,突然,重复
sponge,海绵,搪瓷,化肥,假象牙
inspire,鼓舞,兴奋,妨碍,范围
friction,摩擦,堵车,通风,触发
scratch,搔,鸣笛,个别,盛时
whirlwind,旋风,暴风骤雨,顶风,阵风
ventilate,使通风,周,官殿,日常
linen,被单,枕头,毯子,毛毯
cartography,制图,素描,速写,画像
rural,农村,城镇,费城,里昂
split,分裂,互联,众志成城,背井离乡
commute,承车上下班,值钱,高度,更远
extend,扩充,改口,改组,蔓延
practitioner,律师,陪审团,师傅,教练
sponsor,发起,召回,呼唤,动员
volume,音量,比热,份量,体重
observatory,了望台,出版社,新华社,通讯社
ketchup,蕃茄酱等,船闸,稳定,毕业
presentation,表现形式,绕,长度,骇人
reassure,使(某人)安心,爆炸,谋杀,把…分类
legion,兵团,班组,军区,党组
prudent,精明,迟钝,灵活性,不灵
bleed,从…抽取液体或空气,吸收(取),友人,交换
pounce,猛扑,鞠躬,叩头,冲突
notorious,臭名昭彰,折磨,失业,得意
batch,一群,接近,行,(中小学)教师
frown,皱眉头,盯住,点头,眺望
yard,院子,阳台,屋檐,门廊
survey,测量,勘探,检测,探测
brutal,残忍,罪恶,善良,不仁
forgive,免除(债务等),担心,禁闭,莫明其妙
rigorous,严酷,宽限,红色,白色
stake,下赌注,职员,健身,危及
thrive,兴旺,太平,动荡不安,无情
correspondence,通信,寄送,咕噜,低语
tag,标签,丹方,皮带,便笺
antonym,对语,发愁,钢,七分之一
exuberant,(人)充满活力的(植物)茂盛的,重要性,宫,革命党人
pursuit,追求,调情,结婚,兜风
decay,衰退,后来,是,安步当车
mundane,现世,胜利,失业,折磨
numerous,为数众多,多糖,过剩,扁圆
overload,超载,搅混,交叉,缠绕
monster,怪物,寿星,八仙,鬼魂
finance,为…提供资金,很可能的,纠正,全部
dread,可怕(厉害)的,使成为,有毒,向前
elevate,提高,加重,软化,衰弱
ostentation,夸示,辐射,折射,闪电
groove,槽,不知道的地方,继续,乘
bewilder,迷惑,骗取,兵不厌诈,欺瞒
alpine,高山,山峰,海滩,海岸
permit,许可(证),证明,护照,半票
timidity,羞怯,吞声,唉声叹气,暗送秋波
compliance,服从,违宪,违反,违心
breeze,微风,冰柱,疾风,风
source,出处,百川归海,取决,证明
coerce,强迫,寻开心,玩儿,恐吓
curriculum,必修课程,未婚,无处,原文
retrospect,反顾,无意,悔改,愿意
forensic,法庭,人民法院,修理厂,公安部
drill,操练,螺丝刀,棍子,夹子
emotion,感情,好感,视觉,感性
humble,降低身份,不置可否,冷淡,搁置
shave,剃,补血,修饰,格式化
vacancy,(职务的)空缺,阅览室,工作室,暗间儿
scent,香水,化妆品,装饰,晴雨表
foible,小缺点,鞭打,属于商业区的,笑话
ozone,臭氧,瓦斯,丁烷,色调
clamp,钳子,手镯,戒指,花边
likewise,同样,在于,不谋而合,同期
undue,未到期的,最少,秉承,尽管
end,结束,罢了,开拍,毕业
cram,死记硬背,主修,预习,补习
leafy,叶状,收到..的信,垫,外表
inherit,继承,恶性循环,断电,拓展
presence,存在,相应,供需,留下
bless,祝福,培养,温和,卑鄙
inevitable,不可避免,到底,不再,不见得
promise,允诺,协定,同意,回绝
texture,(材料等的)结构,关,大量,恶毒
pinpoint,极小之物,冠子,鸡冠,顶板
carry,搬,找钱,更换,退票
condition,状况,古迹,全景,背景
fastidious,难取悦的,过不去,开玩笑,恶作剧
anatomy,解剖,防治,补液,按摩
toll,鸣(钟),增大,实现,亲属关系
portable,轻便,不便,徒劳,及时
crooked,畸形,正常,不伦不类,不可名状
startle,使猛然一惊,耕作,受宠的人,痛苦
extravagant,过度,秉承,一定,最少
rotate,(使)轮流,正的,运算,办事员
orderly,整齐,哀鸿遍野,贫困,混乱
cog,诈骗,诱拐,投机,走私
phase,使分段进行,当间谍,五分之一(的),马上
database,数据库,图,最重要的,好
debris,(破坏物的)碎片,有地位的,如气球般膨胀,建筑学
strait,困境,现状,罪状,程度
convince,使确信,烟尘,告诫,搜寻
cosset,宠爱,嫌恶,动情,欣赏
characteristic,特色,利害,私利,上下
horizon,眼界,变数,多项式,对数
lap,膝部,最坏(差,邮递员,起源
commemorate,纪念,求爱,记住,要求
install,任命,招募,招聘,录取
pit,陷井,倒出,等待,个别
sow,播种,培土,保苗,移植
research,探讨,定量分析,分类,研制
noxious,有害,不利,无害,防止
exceedingly,过份,逃走,宇宙飞船,腐烂
thereby,因此,此外,总的来说,因为
amuse,逗乐,不得人心,风趣,乏味
snowbound,为雪所封闭的,信奉,分担,(用于否定、疑问等)任何地方
glamour,魅力,国力,冲力,抵抗力
hazardous,有危险的,送,等级,贫瘠
crumb,小量,所有,微不足道,区区
episode,插曲,哀歌,伴唱,催眠曲
forecast,预测,出乎预料,向往,梦想
constitution,体质,质地,基础,典型
specialize,专攻,抵抗力,阻抗,冲击
let,出租,包场,佃,买卖
accompany,为…伴奏,乐章结尾部,夫人,溺爱
pilchard,沙丁鱼,金鱼,海龟,鲎
hike,远足,长征,跋涉,对开
toss,投,谋杀,授予(奖品等),抚摸
uneasy,不安,不爽,梦遗,危笃
imperial,帝王,女皇,股东,董事
giggle,痴笑,依靠,再会,烹调
alone,单独,亲身,亲手,并立
comic,连环图,粉笔,操纵,获得
panacea,万灵药,妥协,平衡,斗争
precise,精确,严密,不当,正确
reverent,恭敬,爱面子,文明,漂浮
navigable,适于航行,牵引车,乐器,行星
simultaneous,同时,就是,不过,以便
fret,(使)烦恼,坚固,得意,在的对面
storage,贮藏,储存,寻的,寻机
vanish,消失,失去,突发,衍生
consultant,顾问,学徒,申请人,上边
genuine,真实,十分,名义,实弹
mole,防波堤,松鼠,袋鼠,野猫
scorn,轻蔑、瞧不起,说明,能忍耐的,注意到
alleviate,缓和,加深,赶紧,削弱
barn,牲口棚,核电站,武库,车库
crush,压碎,不吵闹的,机能丧失的状态,横过
triumph,胜利,征服,败阵,不翼而飞
catch,赶上,着,着陆,不期而遇
landscape,风景画,壁画,素描,屏条
durable,耐久,韧性,酥,柔软
corruption,贪污,受贿,买通,侵吞
serpent,蛇(尤指大蛇或毒蛇),中心,不定,叮
chapel,小礼拜堂,追逐,祷告,祝福
incur,带来,驱动,引起,授予
burrow,（兔子等）所掘的地洞,玩耍,弄脏,舰艇
perishable,（食物）易坏的,只不过,当间谍,拔
bookkeeper,簿记员,惯常,代价,宽宏大量
symphony,交响曲,京剧,舞剧,戏剧
tempo,（动作、生活的）步调,科学院,纪念馆,高度
hepatitis,肝炎,鼻炎,胃病,暗疾
violent,剧烈,生动,无情,定型
inherent,固有,天赋,现成,国产
pedestrian,行人,乘客,流浪者,亲戚
irrespective,不考虑的,尽管,因为,看来
dingy,肮脏,缓解,失调,严正
moral,道德,美德,性行,操行
staid,稳重,粗野,漂浮,识相
legendary,传说中的,梆子,独幕剧,腔调
engross,全神贯注于,果酱,两个..(都),冒烟
meditate,反省,罚款,民选,补选
overtake,突然降临于,胜利,用带子捆,(美)西部居民
obligate,预留,勉强,摆弄,诱惑
multitude,大群,群体,劳动力,人们
evolution,进化,败坏,落,后退
wean,断奶,中止,止血,停车
ongoing,持续,原先,按期,一向
fall,秋季,仲夏,夏天,冬季
sustenance,生计,膳食,日子,人道
seclude,和别人隔离,思想,懒散,疾病
consumption,消费额,平方,次数,复数
bouquet,一束(花),演奏者,条款,查阅
carnivore,食肉动物,思维,强有力的,诊所
tough,坚硬,简单,破烂,坚固
audit,审计,把关,检验,巡查
synonym,同义词,俚语,连词,数词
fantastic,奇异,吃不服,安土重迁,大惊失色
buck,马离地跳跃,英里,络腮胡子,集会
canal,运河,密西西比,长江,上流
flutter,(鸟)振翼,年,送,总数
revenue,税收,赎回,补税,征收
champagne,香槟酒,中药,鸡尾酒,奶酪
sociable,友善,夺魁,交流,交接
bribe,行贿的财物,心烦,嗓音,团结
suspend,吊,屏息,翘,悬垂
offspring,后代,大娘,朋友,伯父
claim,主张,公认,以为,臆测
slippery,狡猾,坦白,虚伪,温柔
retrieve,挽回,高达,换取,吸取
chord,和弦,治愈,发明(创造)的才能,国民的义务(身份)
drench,使湿透,决心,健康,生计
dual,双重,必定,不再,人寿保险
tradition,惯例,病例,举例来说,案子
gaily,华丽,文明,滑溜,浮华
gigantic,巨大,巩固,微不足道,刚劲
mortgage,抵押,负债累累,赎回,收费
sacred,严肃,神经过敏,大喜,哀鸿遍野
reserve,节制,执法,督导,领队
recommend,使受欢迎,咳,尤指牛),当…的主席
coeducation,男女同校,猛烈,晚的,狮子
scalpel,外科手术刀,顶上,筑墙围住,齿状物
symbolize,象征,体现,显示,标明
honeymoon,蜜月(假期),吊着,等等,到场
exhort,力劝,游说,激励,劝导
lodging,住所,无线,现场,有线
pour,蜂拥,孤单,荒凉,热闹
stewardship,工作,同事,避重就轻,上班
comply,应允,谈判,订立,同意
cosmopolitan,不限于国家或地区范围的,中心,种类,死
platitude,陈腔滥调,对抗,可能,起立
nominal,名义上的,名副其实,名义,确切
consideration,需考虑到的事,卑贱,咖啡茶,各处
depletion,耗尽,花费,白费,浪费
warranty,保证书,宪法,契据,誓约
dine,就餐,点心,素食,煨
create,产生,散发,重现,爆发
arctic,北极,赤道,热带,子午线
clearance,许可(证),盖章,签证,禁止
sarcasm,嘲弄,拨弄,开心,刁难
grant,同意,承诺,驳回,签订
kidney,肾脏,贝壳,器官,肫
observe,说,传闻,收听,窃听
tuition,学费,文明,小费,零钱
whence,((文语.古)),长,具有,底部
inalienable,不可剥夺,碗状物,森林,必须
gymnasium,健身房,图书馆,报社,沙龙
carpenter,木工,监督者,泥水匠,园丁
species,物种,广域网,民间,类型
hover,徘徊,发誓,镇静,不得已
chime,和谐,浪船,面具,玩偶
aid,帮助,慰问,捐助,安慰
mitigate,减轻,裁军,上涨,衰减
fling,猛投,有学位者,操作,对..感到抱歉
trite,陈腐,自私,蛮横,大公无私
inventory,详细目录,充足,藏书室,非白种人
autonomy,人身自由,莫非,专门,从来不
escort,护卫舰,巡逻艇,军舰,主力舰
tow,拖引,写,缩写,扛
peel,剥皮,耐,做成,精确
emphasis,重点,传达,预报,晓示
cafeteria,自助餐厅,必须,省略符号,压弯
lure,引诱,欺负,引出,强制
closet,小房间,书架,碗柜,吊床
skim,浏览,背书,读报,步韵
file,档案,公文,检查,案卷
ambulance,救护车(船、飞机等),读到,巨大,小队
sway,支配,便利,不可逾越,制裁
hypothesis,假设,不然,因为,那么
redeem,赎罪,索赔,税收,赎回
respiration,呼吸,发音,呻吟,吐
numb,麻木,瘫痪,不省人事,发狂
volatile,反复无常,变质,衍变,恶性循环
nationality,民族,西安,南京,新德里
