you	pron.你;你这个
dozen	n.打;许多
confuse	v.使混乱;使困惑
cleaner	n.清洁工;清洁器clean的比较级
chalk	n.白垩;粉笔v.用粉笔写;变成粉状
breed	n.一窝;种类v.产;饲养
bouquet	n.花束;香味
amulet	n.护身符
warm	adj.感到热的;温暖的v.取暖;同情
villa	n.别墅;花园住宅
unlock	v.揭开;开启
transition	n.过渡;转折语
satisfy	v.符合;满足
relax	v.放宽
lone	adj.独身的;寂寞的
input	n.输入;投入v.输入
fudge	n.乳脂软糖;胡说v.回避;捏造
elaborate	adj.复杂的;苦心的v.精心制作;详述
concerning	prep.关于
channel	n.沟渠;海峡v.输送;在...开槽
category	n.范畴;种类
block	n.大块;街区v.堵塞;阻碍
blend	n.混和;融合v.染黑的毛;协调
blanket	n.床毯;盖毯v.通用于;掩盖
addict	n.入迷的人;有瘾的人v.使沉溺;使成瘾
voter	n.投票人
position	n.恰当位置;位置v.安放;驻扎
mode	n.方法;文体
jolly	adj.大的;快活的adv.很v.怂恿;哄;打趣
initial	adj.开始的;声母的n.首字母;原始细胞v.草签
hunger	n.饿;饥荒v.挨饿;热望
hamburger	n.纯精牛肉;汉堡包
greet	v.接受;问候
greet	v.接受;问候
gram	n.克;祖母
finance	n.财源;财政v.供资金给;赊销
dice	n.小方块;骰子v.冒险;掷骰子
collect	v.取;收
caution	n.警惕;小心v.警告
bicycle	n.自行车v.骑自行车
agree	v.承认;表示同意
writer	n.执笔者;作者
whale	n.鲸;巨大的人v.捕鲸;鞭打
tribe	n.帮;部落
starling	n.掠鸟;分水桩
sacrifice	n.祭品;献祭v.牺牲;献祭
radiation	n.发光;发散
queen	n.酋长夫人;王后
outcome	n.出口;结果
ounce	n.盎司;雪豹
missile	adj.导弹的;可投射的n.导弹;投射物
meter	n.计;邮资机v.用计计量;用表计量
likewise	adv.同样地;也
irrelevant	adj.不相关的;不重要的
felon	adj.卑劣的;凶恶的n.坏人;瘭疽
feature	n.脸型;面貌v.是...的特色;以...为特色
favorite	adj.特别受喜爱的n.受宠的人
farther	adv.此外;更远地far的比较级
fade	v.凋谢;褪去
experiment	n.实验v.进行实验
disk	n.花盘;盘
disco	n.迪斯科舞会
cane	n.笞杖;手杖v.用笞杖打
agony	n.爆发;痛苦
adore	v.崇拜
vein	n.翅脉;静脉v.使有脉络
thieve	v.偷;作贼
surgical	adj.外科的
sunrise	n.晨曦;东方
strange	adj.陌生的;外地的
recital	n.背诵;详述
productive	adj.多产的;生产的
meaningful	adj.有意图的;有意义的
march	n.3月n.行军;边界v.进展;前进
kitten	n.小猫v.产;产小猫
immunity	n.免除;免疫
hassle	n.混乱v.打扰
frighten	v.使惊恐
director	n.导演;董事
dearly	adv.非常;高价地
comment	n.批评;闲话v.评论;注释
closure	n.关闭;结束
cease	n.停止v.停止;停
bomber	n.轰炸机;投弹手
ambition	n.强烈欲望v.有...的野心
wage	n.报酬;工资v.抵押;雇用
unstable	adj.不稳定的;易变的
salvage	n.海上打捞;海上救助v.打捞;抢救
rag	n.破布;破布料v.打扮;责骂
pump	n.泵;抽运v.用泵抽吸;操作泵
petition	n.祈求;请愿v.祈求;请愿
nation	n.国家;国民
mortal	adj.人的;死的adv.极n.人;生物
juicy	adj.多汁的;油水足的
inspire	v.鼓舞;激起
devotion	n.献身;忠诚
dash	n.冲击;猛冲v.溅;猛掷
breach	n.决裂;破坏v.攻破;破坏
bark	n.树皮;吠声v.吠;咳嗽
alternate	adj.间隔的;交替的n.代替者;选择v.交替;轮流
twilight	n.黄昏;暮光
switch	n.长假发;一击v.鞭打;挥动
swallow	n.吞;燕v.吞并;吞没
slot	n.翼缝;足迹;空位v.踢入门;跟踪;安置
scream	n.尖叫声v.尖叫得使;尖叫着说
scar	n.疤;痕v.在...上结疤;结疤
relevant	adj.相关联的;有关的
pound	n.磅;镑v.捣碎;剧跳
pipe	n.管子;烟斗v.吹奏;发尖声
person	n.家伙;人
pawn	n.典当;兵v.当;用...作担保
invest	v.覆盖;投
generation	n.产生;代
difficulty	n.费劲;难
curtain	n.帘;幕v.用帘遮蔽
carnival	n.表演会;游艺团
canyon	n.都市街道;峡谷
boost	n.提高;推动v.举;推动
blue	adj.悲伤的;蓝色的n.蓝色;蓝颜料
bliss	n.极乐;天堂
token	n.表示;特征
tend	v.照顾;期待
stream	n.河;流v.流;飞奔
stock	n.砧木;主干;储备v.备货;发肿
sadness	n.悲哀
recorder	n.记录者;记录装置
owner	n.船长;物主
object	n.对象;物体v.提出;反对
microwave	n.微波
land	n.地产;陆地v.靠岸;落下
gap	n.豁口;间隔v.使成豁口;豁开
fraternity	n.兄弟关系;兄弟会
engine	n.机车;机械
dryer	n.干燥工;干燥剂
cocoa	n.可可粉;可可色
chew	n.咀嚼;咀嚼物v.嚼;深思
brake	n.闸;揉面机v.刹住;碎
bounty	n.慷慨;物产
additional	adj.添加的
acceptable	adj.合意的;可接受的
survivor	n.存者;幸存者
smell	n.气味;嗅觉v.感觉到;嗅
remark	n.言辞;注意v.说;注意
premise	n.假定;上述各点v.引出;预先提出
passenger	n.乘客;旅人
organ	n.风琴;机构
occasional	adj.临时的;偶尔的
indication	n.标示;象征
gutter	n.沟;天沟v.弄熄;流
grab	n.抓;抓具v.逮住;抓
flashlight	n.闪光;手电筒
course	n.进行;行动方向v.追;跑
chain	n.枷锁;链v.束缚
box	n.箱;巴掌v.打;斗拳
blood	n.血;血统
blink	n.闪光;一瞥v.眨;闪亮
beware	v.注意;当心
band	n.群;箍v.聚集
turf	n.草皮;泥炭v.扔掉
swing	n.摆程;摆动v.挥舞;摆动
software	n.软件
slip	n.失脚;片v.滑落;滑行
shovel	n.铲;铲状物v.铲;用铲挖出
shock	n.冲击;震动v.使震惊;震扰
resistance	n.抵抗;抗性
puff	n.喘息;吹v.吹熄;喘息
private	adj.私立的;私人的n.平民;士兵
mirror	n.镜;镜子v.反射;反映
lyric	adj.歌的;抒情的n.歌词;抒情诗
lock	n.锁;闸v.拴住;锁
instrument	n.器械;手段v.向...提交文书
historical	adj.历史的
heartless	adj.没心肝的;无生气的
echo	n.回声;重复v.反射;重复
decade	n.十;十年
comparison	n.比较;相似
childish	adj.孩子的;简单的
cardiac	adj.心脏的;贲门的n.健胃药;强心剂
brace	n.背带;托架v.使防备;支撑
blunt	adj.迟钝的;钝的v.使钝;变钝
admission	n.录用;入场费
utter	adj.绝对的;完全的v.发出;发射
tick	n.虱蝇;蜱v.给...标记号;活动
suspension	n.悬;悬浮
sad	adj.悲哀的;可悲的
resolution	n.决心;判决
purely	adv.仅仅;全然
opponent	n.对手;对向肌
not	adv.并非;不
mankind	n.男子;人类
jerk	n.颠簸;反射v.颠簸;猝然一动
hitch	n.钩;急拉v.钩住;套
flirt	n.调情者;急动v.倏地扔;调情
fare	n.车费;乘客v.吃;过活
extension	n.范围;伸出
equal	adj.平等的;平均的n.匹敌者;同等的人v.比得上;相等
dismiss	v.解雇;去除
delay	n.延迟v.耽搁
decade	n.十;十年
christen	v.给...命名;为...施洗礼
casket	n.首饰盒v.将...装在盒内
broker	n.经纪人;中人v.做掮客
antibiotic	adj.抗生的n.抗菌素
accusation	n.指控;控告
abduct	v.使外展;诱拐;劫持;绑架
witchcraft	n.巫术;魅力
titan	n.大力士
thread	n.思绪;线v.穿;装妥
spell	n.符咒;魔力v.拼作;拼字
shark	n.鲨;骗子v.诈取;诈骗
remain	v.留下;剩余
punch	n.力量;一拳v.挥击;冲
protein	n.蛋白质
print	n.印刷;印刷品v.打上;印
murder	n.谋杀;破坏v.扼杀;谋杀
mask	n.面具;罩v.伪装;掩饰
marathon	adj.有耐力的n.持久的活动;马拉松
intact	adj.完整无缺的
in	prep.在...里面;在...期间
initial	adj.开始的;声母的n.首字母;原始细胞v.草签
height	n.高;高处
diaper	n.花纹织物;尿布v.给...衬尿布
democracy	n.民众;民主
charm	n.美貌;魅力v.使高兴;行魔法
careless	adj.粗心的;随便的
bun	n.小圆面包;甜饼
account	n.记述;解释v.报帐;导致
travel	n.旅行;漫游v.经过;旅行
shred	n.碎片;最少量v.切掉;撕碎
save	prep.除...外v.储蓄;救助
saddle	n.鞍;鞍形山v.给...装鞍;强加
regard	n.关系;敬爱v.敬爱;看待
reference	n.参照;引文出处v.提出...作参考
razor	n.劣酒;剃刀
precinct	n.场地;境域
pistol	n.手枪;信号枪v.用手枪杀死
persuade	v.恳求;说服
pattern	n.模范;样品v.仿制;与...相等
heart	n.内心;心
guarantee	n.保证;担保v.担保;确保
folk	adj.现代民间音乐的n.各位;家属
feast	n.节日;盛宴v.设宴招待;参加宴会
extent	n.范围;广度
disgrace	n.丢脸;失宠v.使丢脸;使失宠
deposition	n.罢免;储存
coverage	n.保证金;覆盖
corridor	n.车厢走廊;走廊
burial	n.弃绝;葬
bronze	n.古铜色;青铜v.变得无情;呈古铜色
bookstore	n.书店
boil	n.翻滚;疖v.煮沸;开
vital	adj.生命的;有生命的;紧要的
veil	n.面纱;幕v.遮盖;变暗
trespass	n.打扰;冒犯v.逾越;打扰
sidewalk	n.人行道
sensible	adj.明智的;知道的
punish	v.罚;贪婪地吃
overtime	adj.加班的adv.超时地n.加班;加班费
optimistic	adj.乐观的
occasion	n.时机;时刻v.引起
obsess	v.困扰;迷住
oak	n.栎木;栎属树
notify	v.警告;通知
jeopardy	n.危险;危险处境
injection	n.充血;注射
hilarious	adj.引人发笑的
distinct	adj.明显的;有区别的
direct	adj.笔直的;直接的adv.径直地v.管理;指示
desire	n.要求;愿望v.渴望;要求
curve	n.曲线;弯曲v.投;弯曲
confide	v.吐露;托付
cone	n.圆锥体;孢子叶球v.使成锥形;结球果
cautious	adj.十分小心的
alter	v.改变;阉割
wilderness	n.莽原
venture	n.冒险;投机活动v.敢于;猜测
tomb	n.坟墓;墓碑v.埋葬
subject	adj.臣服的;需要...的n.题目;学科v.使臣服;提供
stroll	n.散步v.沿...散步;散步
scrub	n.擦洗;擦洗者v.擦;擦掉
rebuild	n.重建v.重建;重新组织
poster	n.招贴;驿马
parallel	adj.并列的;类似的adv.平行地n.平行线;纬线v.使平行;与...相似
ordeal	n.苦难经历;神明裁判
orbit	n.范围;轨道v.进入轨道
nun	n.修女
northern	adj.向北方的n.北部方言;北风
feather	n.禽类;羽v.长羽毛;呈羽状
farmer	n.包税人;农民
fail	n.不及格;交割失信v.不;缺乏
donate	v.放出;捐
distract	v.使混乱;转移
despair	n.绝望v.对...绝望;绝望
democratic	adj.民众的;民主的
defend	v.防御;防守
commercial	adj.商品的;商业的n.商业广告;宣传
ammunition	n.弹药;军火
virtue	n.美德;贞操
thorough	adj.彻底的
tail	n.辫子;尾v.使长尾巴;尾随
sight	n.检查;看见;视觉v.观测;看到
sheer	adj.纯粹的;极薄的adv.陡峭地;完全地n.偏荡;偏航v.使偏航;偏航
seize	v.夺取;掌握
scarecrow	n.稻草人
refresh	v.补充给养;吃点心
prosecute	v.从事;起诉
possess	v.具有;拥有
platter	n.唱片;大浅盘
napkin	n.餐巾;尿布
membership	n.会员身份;会员数
jinx	n.不祥的人;厄运v.使倒霉
heroic	adj.英雄的n.英雄辞令;英雄诗
fag	n.奴仆;香烟v.磨损;辛劳
facial	adj.表面的;面部的n.面部按摩
efficient	adj.收效大的;效率高的
corps	n.队;军;特种部队
attract	v.偷窃;吸引
arrow	n.箭;箭号v.箭一般地飞速行进
ambitious	adj.费劲的;有野心的
wait	n.等待;幕间时间v.等待;等
virtual	adj.事实上的
syrup	n.糖浆;糖汁
solitary	adj.单独的;单个的n.单独监禁;独居者
shuttle	n.梭v.穿梭般来回移动
react	v.使起反应;影响
premature	adj.不成熟的;早产的n.早产儿
pod	n.承窝;荚v.生荚果;聚成群
mortgage	n.抵押;抵押借款v.抵押;以...作担保
journalist	n.记日志者
honor	n.名誉;荣誉v.使增光;尊敬
gravity	n.严肃;重力
gene	n.基因
cheque	n.支票;总收入
chart	n.地图;图v.制订...的计划
cargo	n.大量;货物
acquaint	v.使认识
vest	n.背心;汗背心v.覆盖;授予
untie	v.解开;释放
salute	n.敬礼;行礼v.打招呼;行礼
ruin	n.毁灭;破产v.毁坏;毁灭
resign	v.辞;放弃
priceless	adj.贵重的
pike	n.长矛;尖端;梭鱼v.离开;前进
party	adj.共有的;政党的n.党;队;聚会
myth	n.编造的话;神话
moonlight	n.夜间潜逃;月光v.夜间活动;夜间潜逃
lightly	adv.轻轻地;少许
lift	n.提;天空v.鼓舞;提
keen	adj.刺人的;锋利的
insist	v.坚持;被放置
glow	n.光亮;灼热v.发红;洋溢
generator	n.发电机;发生器
flow	v.流出;流
explosive	adj.暴躁的;爆炸的n.爆发音;炸药
employer	n.雇用者;使用者
confront	v.使面对;迎面遇到
clause	n.从句;条款
cinnamon	adj.肉桂色的n.桂皮;浅红褐色
but	conj.但是
blouse	n.短上衣;工作衣
assassin	n.暗杀者;诋毁者
antidote	n.矫正方法;解毒药
allowance	n.津贴;限额v.定量供应
adjourn	v.使休会;延期
vet	adj.老兵n.检查;兽医v.当兽医
tuck	n.抄网;鼓声v.皱起;塞;击
touchy	adj.棘手的;敏感的
toll	n.敲钟;钟声;交通费v.发出;敲
sequence	n.次序;连续v.确定...的化学结构序列
screw	n.螺钉;阳螺旋v.操纵;旋
program	n.程序;程序设计v.设计程序
pitcher	n.罐;投手
offend	v.冒犯;违犯
kin	adj.同类的n.家属;家族
inherit	v.继承;接过
incapable	adj.无能力的;无资格的
hostility	n.敌意;反对
fuse	n.导火线;引信v.熔合;熔化
funky	adj.惊恐的;时髦的
equation	n.等式;相等
digital	adj.手指的;数字的n.琴键;手指
curfew	n.宵禁
craft	n.工艺;行会v.精心制作
blackmail	n.敲诈v.敲诈;胁迫
allow	v.允给;允许
wealth	n.财富;丰富
turtle	n.海龟;海龟肉v.捕海龟
text	n.课文;课本
starve	v.强迫;挨饿
sleigh	n.轻便有座雪橇v.驾轻便有座雪橇
sarcastic	adj.讽刺的
recess	n.凹处;假期v.使凹进;暂停
rebel	adj.反叛的n.反叛分子;反英分子v.反对;反叛
procedure	n.常规;程序
pirate	n.海盗;抢劫犯v.挖;剽窃
outfit	n.全套服装;一队人v.装备;获得装备
institute	n.学会;学校v.建立;开始
industrial	adj.工业的n.产业工人;工业公司
hoop	n.箍;圈环v.箍;环绕
heartache	n.痛心
hair	n.毛;头发
dynamite	n.达纳炸药v.破坏;炸毁
discreet	adj.谨慎的;朴素的
detect	v.查明;察觉
crack	n.裂缝;瑕疵v.砸开;变粗
climb	n.爬升;攀登v.攀登;爬
chilly	adj.冷淡的;相当冷淡
cater	n.四;四点v.满足需要;斜穿
author	n.发起人;著作者v.发起;著作
vacuum	adj.真空的n.封闭状态;真空v.使用真空装置
urine	n.尿
tunnel	n.地沟;石巷;隧道v.掘;掘隧道
tank	n.池塘;箱v.击败;大量喝酒
sordid	adj.肮脏的;悲惨的
protector	n.保护者;摄政者
portion	n.一部分;一份v.把...分给;命定
pet	n.得宠的人;不高兴v.抚摸;生气
path	n.道路;路
moss	n.苔藓丛;藓沼v.在...上长满苔藓
mat	n.衬垫;地席v.使缠结
length	n.长;长段
hostess	n.女侍;女主人
flaw	n.裂隙;缺点v.使破裂;裂开
flavor	n.特点;味v.给...调味
discharge	n.出院证;发射v.解雇;排
cannon	n.大炮;机关炮v.连击;炮轰
blizzard	n.暴风雨
automatic	adj.必然的;自动的n.自动机械;自动手枪
woody	adj.木头的
urban	adj.城市的
tactics	n.策略;战术
straighten	v.整理;变直
special	adj.特殊的;异常的n.特刊;专列
soil	n.大地;国土v.腐蚀;弄脏
powerless	adj.无力量的
poem	n.诗
playground	n.操场;度假胜地
paranoia	n.多疑症;妄想狂
main	adj.辽阔的;完全的n.体力;叫数
lion	n.名人;狮子
instantly	adv.立即;迫切地conj.一...
hopeful	adj.有希望的n.有希望的青年
havoc	n.大破坏;混乱v.严重破坏
evaluation	n.赋值;估算
engage	v.雇;吸引
diversion	n.牵制;消遣;转变
delight	n.高兴;可爱性v.使高兴;感到高兴
condom	n.阴茎套
companion	n.同伴;职业伴侣
comb	n.浪尖;梳v.精梳;梳
avoid	v.避开;避免
aspen	adj.颤动的;山杨的n.山杨
accessory	adj.附加的;同谋的n.附件;同谋
zap	n.精力;示威v.击败;杀死
whereas	n.以鉴于...开头的文件conj.鉴于;然而
translate	v.翻译;翻译
titanic	adj.钛的
stuff	n.料子;物品v.填没;饱食
speed	n.快;速率v.促进;快走
slime	n.黏泥v.覆有黏液
royalty	n.堂皇;王位
poll	n.民意测验;投票v.获得;投
plaza	n.广场;集市
payment	n.报偿;支付
musician	n.乐师;音乐家
maze	n.错综;混乱;迷宫v.使困惑;使迷乱
marital	adj.夫妻的;婚姻的
magician	n.魔术师;巫师
lurk	v.暗藏;潜伏
lottery	n.抽签法;碰巧的事
journalism	n.新闻学;新闻业
interior	adj.国内的;内的n.本质;内部
imaginary	adj.想象的;虚数的
hog	n.猪v.拱起;修剪
hatch	n.孵化;结果v.筹划;孵出
ethical	adj.道德的;伦理的n.凭医师处方出售的药物
elegant	adj.精确的;上等的
elbow	n.扶手;肘v.用肘推;转弯
custom	n.光顾;习惯
credential	adj.证明可信任的n.文凭;证明书v.为...提供证明书
consistent	adj.坚持的;一致的
collapse	n.崩溃;倒坍v.崩溃;倒坍
cloth	n.布;桌布
claw	n.爪;螯v.逮捕;抓
challenge	n.怀疑;挑战v.向...挑战;提出挑战
board	n.板;纸板v.使搭伙;搭伙
bedside	n.床旁
assumption	n.担任;假定
ant	n.蚂蚁
witty	adj.巧妙的
vast	adj.大量的;高大的
underworld	n.地狱;下层社会
tempt	v.吸引;引诱
tab	n.帽耳;襻v.监视;行走
succeed	v.接替;成功
splash	adv.以扑通一声n.溅;溅起的水v.溅;飞溅
shade	n.荫;阴暗v.隐瞒;遮
selfless	adj.无私的
secrecy	n.保密;秘密
runway	n.河床;滑道
incoming	adj.进来的;新来的
hence	adv.去;因此
gasoline	n.汽油
gain	n.获得;增加v.获得;增加
fund	n.储备;存款v.积累
episode	n.插曲;一个事件
curl	n.卷曲;鬈发v.缠绕;卷
contain	v.包含;可包含
comedian	n.滑稽演员;喜剧演员
collected	adj.镇定的;精神集中的
coconut	n.椰子
buckle	n.搭扣;弯曲v.变形;扣住
assembly	n.集会;与会者
ancestor	n.原型;原种
adjustment	n.调节;调解
acceptance	n.承认;接受
weekly	adj.一周的adv.一周一次地n.周报
warmth	n.激动;暖和
umbrella	n.保护伞;伞
tropical	adj.热带的;炎热的
thumb	n.第一指;拇指v.用拇指揿
throat	n.嗓音;咽
slippery	adj.滑的;油滑的
reform	n.改造;革除v.改革;改造
queer	adj.古怪的;可疑的n.怪人;伪币v.毁坏
poll	n.民意测验;投票v.获得;投
parent	n.父亲;祖先v.做...的父亲
onion	n.洋葱;洋葱头
nose	n.鼻子;气味v.探出;嗅
mobile	adj.动的;流动的n.活动雕塑;活动物体
graveyard	n.墓地;夜班
gifted	adj.杰出的;有天才的
footstep	n.脚步;踏步
cynical	adj.挑剔挖苦的
cement	n.胶结材料;水泥v.巩固;黏结
bull	adj.大号的;雄的n.公牛;玺v.彻底打扫;闲聊
bloom	n.花;开花v.发亮;开花
voyage	n.航程;航海v.航行越过;航海
volunteer	adj.志愿的;自生的n.志愿兵;自愿者v.自愿;自愿提供
verbal	adj.口头的;用言辞的
triumph	n.胜利;喜悦v.征服;获胜
stoop	n.俯身;柱v.俯身;前倾
stamp	n.标志;印v.被捣碎;跺脚
slide	n.滑道;滑行v.打滑;滑行
sink	n.落水洞;污水井v.下沉;下落
regulation	n.调整;管理;规则
region	n.地区;各地区
plumb	adj.垂直的adv.垂直地;恰恰n.垂直;铅锤v.经受;探究
master	n.艺术家;主人v.精通;统治
lingerie	adj.女用内衣的n.亚麻织品
layer	n.层;放置者v.混穿;倒伏
greed	n.贪食
flood	n.洪水;水v.淹没;涌到
essential	adj.本质的;精髓的n.基本必要的东西
elope	v.私奔;逃走
dresser	n.穿衣者;服装员;梳妆台
departure	n.背离;开始
dance	n.跳舞;舞v.舞;舞动
custom	n.光顾;习惯
creation	n.产生;创建
coup	n.棒击;一击;策略;政变v.打翻;倒空
chauffeur	n.汽车司机v.为...开车;当司机
bulletin	n.公告;学报v.公告
veal	n.小牛;小牛肉v.宰牛作食用
tube	n.管;管身
temptation	n.试探;引诱
support	n.帮助;支撑v.帮助;支持
selection	n.选择
sarcasm	n.讽刺;讽刺话
sanity	n.精神健全;清醒
rib	n.肋骨;肋条v.加肋于;戏弄
primitive	adj.简单的;原始的n.原人
platform	n.讲台;台
pending	adj.待收的;未决的prep.在...期间
partial	adj.部分的;偏爱的n.分音
package	n.包裹;包装袋v.包裹;包装
orderly	adj.守秩序的;整齐的
murderer	n.谋杀犯
motto	n.甜格言;警句
meteor	n.流星;陨星
glimpse	n.显现;一瞥v.瞥见;看一眼
ferris	v.搜寻
execute	v.实行;作成;处死
etc	n.等等
ensure	v.保护;保证
dispute	n.斗殴;争吵v.阻止;争吵
damage	n.代价;损害v.损害;受到损坏
crop	n.一批;一熟v.收割;种地
courageous	adj.英勇的
consulate	n.领事馆;领事任期
close	adj.紧的;近的adv.接近地n.结束;终止v.关;关
bee	n.蜂;聚会
amend	v.改进;纠正
unemployed	adj.不用的;未投资的
trace	n.痕迹;迹v.查出;走
testify	v.表明;声明
tendency	n.倾向;趋势
syringe	n.喷射器;注射器v.注射
symphony	n.过门;交响乐
stew	n.混杂物;妓院v.炖;不安
sorrow	n.悲伤;悔憾v.哀痛;懊悔
shaky	adj.不可靠的;颤抖的
scream	n.尖叫声v.尖叫得使;尖叫着说
runner	n.警官;跑动的人
riddle	n.谜;粗筛v.解;筛
remark	n.言辞;注意v.说;注意
poke	n.戮;袋v.拨弄;戳
mention	n.传令嘉奖;提及v.传令嘉奖;提到
mend	n.改进;修理v.改善;纠正
menace	n.讨厌的人;威胁v.威胁
impulsive	adj.冲动的;冲力的
harvest	n.收成;收割v.获得;收割
form	n.模型;形体v.构成;形成
foam	n.大汗;泡沫v.冒泡;起泡沫
economic	adj.经济的;经济学的
divide	n.分界线;分开v.分;分隔
condition	n.健康状况;状况v.使健康;训练
chronic	adj.长期的;慢性的n.慢性病病人
bass	adj.低沉的;低音的n.椴树
whine	n.哀叫声;嘎嘎叫v.哼着发出;嘎嘎响
utter	adj.绝对的;完全的v.发出;发射
thug	n.恶棍;凶手
submit	v.建议;提交
strap	n.带;襻v.约束;被捆
sniff	n.气息;吸气v.觉察出;嗅
sedative	adj.镇静的n.镇静药
rat	n.耗子;鼠v.偷;捕鼠
publish	v.出版;发表
picket	n.尖木桩;警戒队;采集者v.担任纠察
online	adj.联机的;在线的adv.联机地
nowadays	adv.现今
mine	n.矿;矿藏pron.我的v.采;开矿
jumbo	adj.特大的n.庞然大物
invasion	n.侵犯;侵袭
homosexual	adj.同性恋的n.同性恋者
hip	adj.时髦派的n.基节;臀v.使知悉;使沮丧
forget	v.忘;健忘
flea	n.蚤
flatter	v.胜过;谄媚flat的比较级
enter	v.参加;登记
dwell	v.居住;生活
duck	n.鸭;野鸭v.躲避;忽地低下
dent	n.打;齿v.使凹陷;削减
consultant	n.顾问;会诊医师
bikini	n.大爆炸;比基尼泳装
bank	n.岸;堆v.开银行;做庄家
assignment	n.分配;任务
apartment	n.房间;一套房间
ant	n.蚂蚁
affect	n.内心倾向;自觉感情v.打动;侵袭
vile	adj.肮脏的;卑鄙的
toss	n.猛举;扔v.扔;甩
thank	v.感谢;谢谢
stereo	n.立体声;铅版
steal	n.偷盗v.偷盗;偷垒
souvenir	n.记念品
screen	n.屏;纱窗v.放映;遮
scratch	adj.侥幸的n.微伤;抓v.抓;搔
psychopath	n.精神变态者
proportion	n.比例;均衡
out	adv.出;呸prep.从...里面;从...中出来
operative	adj.操作的;有效的n.技工;侦探
obey	v.服从;遵守
neutral	adj.不确定的;中立的n.非彩色;空档
lump	n.块;隆起v.结块;做装卸工
insist	v.坚持;被放置
harass	v.不断打扰;不断侵扰
gloat	n.心满意足v.爱慕地看
flight	n.飞翔;抽逃
filth	n.肮脏;秽亵
extend	v.扩展;伸
electronic	adj.电子的
donkey	n.笨蛋;驴
disease	n.病;病害
coroner	n.验尸官
confess	v.坦白;忏悔
cedar	n.柏;柳杉;雪松
bruise	n.挫折;青肿v.挫伤;打青
betray	v.背叛;泄露
bail	n.保释;戽斗v.保释;托付
attempt	n.攻击;企图v.企图;引诱
appeal	n.呼吁;上诉v.控告;呼吁
wrath	n.愤怒;严酷
wander	n.漫游;漂移v.漫游;蜿蜒
waist	n.上身部分;腰
vain	adj.徒劳的;自负的
trap	n.牢笼;圈套v.从事诱捕;替...装饰
trainer	n.教练机;教员
stepfather	n.继父
public	adj.公开的;公众的n.公众;一群人
president	n.主管人;总统
marshal	n.司仪;元帅v.排列;引领
lemonade	n.柠檬汽水
instruct	v.教;通知
hook	n.钩;陷阱v.钓;钩
heavenly	adj.天国的;天空的adv.至高无上地
hash	n.改头换面v.把...搞糟;把...切碎
halt	n.小站;跛v.踌躇;蹒跚
grim	adj.坚定的;无情的
engineer	n.工程师;机工v.设计
employ	n.工作;使用v.雇用;用
diplomatic	adj.外交的;有手腕的
dilemma	n.二难推理;窘境
contagious	adj.触染性的
cheer	n.欢呼;心情v.对...欢呼;欢呼
carpenter	n.木工v.制作;做木工活
bundle	n.包裹;捆v.捆;收集
bubble	n.冒泡;泡v.激动;冒泡
blank	adj.空白的;空的n.空白v.除去;消失
approach	n.进路;近似v.近似;靠近
appearance	n.出版;出现
wrench	n.扳手;猛扭v.猛扭;抢取
vomit	n.呕吐;喷出v.呕;喷
stadium	n.体育场
smash	adj.轰动一时的adv.以哗啦一响n.猛击;钱v.打碎;压扁
rogue	adj.劣等的;劣种的n.调皮鬼;无赖v.欺诈;去
reflect	v.反射;反映
raft	n.卵筏;木排v.乘筏子渡;乘筏
qualify	v.使合适;限制
pump	n.泵;抽运v.用泵抽吸;操作泵
pillow	n.枕头;轴枕v.把...枕在;枕着头
peep	n.初现;窥孔v.窥;隐现
pageant	n.炫耀;庆典
pack	n.包;小包v.挤;洗
neglect	n.忽略v.忽视;漏做
loneliness	n.孤独
liberal	adj.大量的;慷慨的n.自由主义者
intrude	v.侵扰;侵入
indicate	v.标示;表明
gardener	n.外场手;园丁
freely	adv.直爽地;自由地
address	n.地址;演说v.对付;呼吁
vase	n.花瓶;瓶饰
squat	adj.低矮的;蹲着的n.蹲;窝v.蹲;坐
spice	n.趣味;香料v.加香料于
space	n.场地;空间v.分隔开;留间隔
slave	n.奴隶v.使从属;使做奴隶
shower	n.一大批;阵雨v.喷淋;洗淋浴
rhyme	n.同韵词;韵v.成韵;押韵
relieve	v.发泄;缓解
receipt	n.发票;收到
radical	adj.根本的;根治的n.根部;根式
racket	n.喧嚷;球拍v.喧嚷;用球拍打
preserve	n.禁猎地v.保持;保存
pause	n.停顿;暂停v.踌躇;暂停
overdue	adj.过大的;过期的
official	adj.公职的;正式的n.官员;行政人员
nod	n.点头;懈怠v.点;点头叫
lack	n.缺乏;需要v.短少;缺乏
insect	n.可鄙的人;昆虫
hunter	n.猎犬;猎人
horn	n.角;角质v.用角抵触;装角于
feminine	adj.娇柔的;女性的n.女性;阴性
eyeball	n.眼球v.注视
dump	n.倾倒;倾销v.倒掉;倾卸
disc	n.唱片;磁盘
disappoint	v.失信于;使破灭
crock	n.瓦罐;煤炱v.使受伤;变得衰弱
context	n.上下文
claw	n.爪;螯v.逮捕;抓
clamp	n.夹子;控制v.夹紧;重踩
bishop	n.象;主教
artery	n.动脉;干线
weep	v.悲叹;流泪
vendetta	n.世仇;族间血仇
tenth	n.第十;第十日
suspense	n.挂心;暂停
summon	v.传讯;召唤
spider	n.星形轮;蜘蛛
sing	v.唱;啼
reader	n.读者;教科书
poverty	n.贫乏;贫穷
